st_data,P,A,D,Label
33.562054935281466,0.0,0.0,0.0,Calm
33.56736186577746,,,,
33.572309443636925,,,,
33.57946898617887,,,,
33.58821742487417,,,,
33.59398004740251,,,,
33.596646485165365,,,,
33.5979812677808,,,,
33.596790128959256,,,,
33.59642768207303,,,,
33.5970483820481,,,,
33.59594976991626,,,,
33.59382859079738,,,,
33.593968092741704,,,,
33.59635203099843,,,,
33.599889626113594,,,,
33.6054131120528,,,,
33.61030098528532,,,,
33.614451093320795,,,,
33.61988140870833,,,,
33.62604371732032,,,,
33.63356201161515,,,,
33.642749672857875,,,,
33.65295424608436,,,,
33.6644372637002,,,,
33.677391442716285,,,,
33.691817028672624,,,,
33.70788908099475,,,,
33.72569189186011,,,,
33.73237864098206,,,,
33.72672421734864,,,,
33.714853973232906,,,,
33.69309699872556,,,,
33.668921209158825,,,,
33.64266489542692,,,,
33.60728328746112,,,,
33.564171841355424,,,,
33.53604407483094,,,,
33.52407164342395,,,,
33.51830333873998,,,,
33.52482378243265,,,,
33.52845356565284,,,,
33.528360749060504,,,,
33.537399282362465,,,,
33.552436254410374,,,,
33.562172939153605,,,,
33.56722982934235,,,,
33.57096528307184,,,,
33.57076280154964,,,,
33.576647186530444,,,,
33.589129383078735,,,,
33.60112808223681,,,,
33.614899761114515,,,,
33.627808017989146,,,,
33.638903956548866,,,,
33.65109377335868,,,,
33.66349908745752,,,,
33.67596044828085,,,,
33.68873269676941,,,,
33.7011196096965,,,,
33.71310969892901,,,,
33.71904291851575,,,,
33.71814638762936,,,,
33.71300239070527,,,,
33.70184642274331,,,,
33.687770075750635,,,,
33.67077460266487,,,,
33.647621347116704,,,,
33.61876441602983,,,,
33.6006742535726,,,,
33.594396031199835,,,,
33.59229470247099,,,,
33.598825202827925,,,,
33.60336906714054,,,,
33.605278767463034,,,,
33.61371995433257,,,,
33.62649070320883,,,,
33.633657130925606,,,,
33.635484234549914,,,,
33.63527050917878,,,,
33.63061652856494,,,,
33.62972527547977,,,,
33.633010817582395,,,,
33.6344160261052,,,,
33.635746082370225,,,,
33.63624710120888,,,,
33.635189634972875,,,,
33.63421114444066,,,,
33.63293554406592,,,,
33.630291572098216,,,,
33.626380606596115,,,,
33.621368165248235,,,,
33.61501106317441,,,,
33.61314402595121,,,,
33.616280064277056,,,,
33.621456937169576,,,,
33.63028915141134,,,,
33.63945725366912,,,,
33.64873236665063,,,,
33.661186724338066,,,,
33.67614839934611,,,,
33.685723600549714,,,,
33.68956854253847,,,,
33.690995285709384,,,,
33.687901697546216,,,,
33.685673250226344,,,,
33.684579361482875,,,,
33.68010691366321,,,,
33.673360217286096,,,,
33.669652823042014,,,,
33.668906888470445,,,,
33.66931460977093,,,,
33.67218801127764,,,,
33.673224489397256,,,,
33.67221836613419,,,,
33.672408207715236,,,,
33.67286251956024,,,,
33.67169858382076,,,,
33.669091066585395,,,,
33.66527418976792,,,,
33.65980028554137,,,,
33.65457646880383,,,,
33.649617511050685,,,,
33.64358714458948,,,,
33.63687105205057,,,,
33.63384746658064,,,,
33.634812555535355,,,,
33.63797480268748,,,,
33.64456558527102,,,,
33.651693138373595,,,,
33.65927278500757,,,,
33.66986388930397,,,,
33.68292641891157,,,,
33.69019214286745,,,,
33.691216610683796,,,,
33.689592212358825,,,,
33.68308920615684,,,,
33.67724007177877,,,,
33.67233064676558,,,,
33.6636541583478,,,,
33.65233974877861,,,,
33.648266341849144,,,,
33.65178656755061,,,,
33.658962950090604,,,,
33.67241662042835,,,,
33.68517099014164,,,,
33.696913698049414,,,,
33.71340712457245,,,,
33.73322824685849,,,,
33.74004920907353,,,,
33.73298109966198,,,,
33.718783824013045,,,,
33.692996946661616,,,,
33.666587934817464,,,,
33.63999860774591,,,,
33.6038002471418,,,,
33.56014810139646,,,,
33.53278990595611,,,,
33.52277260808186,,,,
33.52021250595787,,,,
33.53145533663713,,,,
33.54012452224421,,,,
33.54542703467156,,,,
33.56106026465924,,,,
33.58367623361581,,,,
33.599695996072256,,,,
33.60962125206207,,,,
33.617756623206354,,,,
33.620865228092434,,,,
33.630565599929014,,,,
33.64743908949276,,,,
33.663062813535326,,,,
33.6800141928727,,,,
33.693740949785855,,,,
33.70290663999849,,,,
33.711503659377534,,,,
33.71802130883493,,,,
33.72301105243899,,,,
33.72672738214684,,,,
33.72750094954279,,,,
33.72539039447296,,,,
33.72535105462267,,,,
33.72746949589166,,,,
33.72930961789531,,,,
33.73206387693776,,,,
33.73235851897837,,,,
33.72984645797758,,,,
33.727138297747544,,,,
33.723412517780964,,,,
33.71896890355072,,,,
33.71408669520619,,,,
33.707990803864625,,,,
33.70080707872495,,,,
33.69288171268657,,,,
33.684117366001786,,,,
33.67443906794519,,,,
33.66388656329229,,,,
33.65613582107278,,,,
33.65156235741936,,,,
33.64846461834387,,,,
33.647915432649924,,,,
33.64773570071796,,,,
33.64785258149998,,,,
33.65033902938416,,,,
33.65480447273047,,,,
33.658831009673015,,,,
33.662525607163445,,,,
33.66685052708687,,,,
