st_data,P,A,D,Label
33.80490645895331,0.0,0.0,0.0,Calm
33.80828563240916,,,,
33.81181536514915,,,,
33.81620509413968,,,,
33.821300105434666,,,,
33.82159381842082,,,,
33.81662902568981,,,,
33.80889730965969,,,,
33.796841362955405,,,,
33.78382789356739,,,,
33.76999370190546,,,,
33.75225402822097,,,,
33.73124289335642,,,,
33.718797922094005,,,,
33.715639473178896,,,,
33.71654994954257,,,,
33.724755546347524,,,,
33.73253114115389,,,,
33.73948995327709,,,,
33.752323067914716,,,,
33.769478304264744,,,,
33.783462741175555,,,,
33.79448049404848,,,,
33.80513123495362,,,,
33.81362403675238,,,,
33.826167517766905,,,,
33.84311852491463,,,,
33.85993637835108,,,,
33.87801781709815,,,,
33.88772421635427,,,,
33.887601749704515,,,,
33.883177158580196,,,,
33.871548500088856,,,,
33.85715493463421,,,,
33.84028299390316,,,,
33.81605349630084,,,,
33.785240378884644,,,,
33.76590254146567,,,,
33.75898363654765,,,,
33.75629379560699,,,,
33.762633593831325,,,,
33.766097472225354,,,,
33.76594212200038,,,,
33.772231991930965,,,,
33.78245761173964,,,,
33.789389835542984,,,,
33.79364457815129,,,,
33.79701378753105,,,,
33.797888274741396,,,,
33.8031050277455,,,,
33.812981409799164,,,,
33.82285378980937,,,,
33.83426849801209,,,,
33.83764523604899,,,,
33.83158516490966,,,,
33.82173367813901,,,,
33.80525566252315,,,,
33.78655091957309,,,,
33.76597588415535,,,,
33.73877290017628,,,,
33.70576030631773,,,,
33.68626655887804,,,,
33.68142864347539,,,,
33.68254404762967,,,,
33.69482929555427,,,,
33.705772522277854,,,,
33.71467021649725,,,,
33.73230860459285,,,,
33.7561241298669,,,,
33.769902596383226,,,,
33.7735086863736,,,,
33.772981083483465,,,,
33.76419435890335,,,,
33.759441263178395,,,,
33.7593232871828,,,,
33.754213783329426,,,,
33.74672615717873,,,,
33.74457979613738,,,,
33.74738490707436,,,,
33.753273870955226,,,,
33.764119461639005,,,,
33.7729556407299,,,,
33.77959125085873,,,,
33.78908239362348,,,,
33.799971011640984,,,,
33.803809417210495,,,,
33.80030713273308,,,,
33.7924244022052,,,,
33.777861622872855,,,,
33.762829405470946,,,,
33.747473161514094,,,,
33.72662952441484,,,,
33.70148771075405,,,,
33.68566838382306,,,,
33.679808937111794,,,,
33.678201146183525,,,,
33.68449948853593,,,,
33.689325665471436,,,,
33.69222544305543,,,,
33.7010665161727,,,,
33.713934939254926,,,,
33.72080318174805,,,,
33.721735354749285,,,,
33.72025594318968,,,,
33.71386116731832,,,,
33.71050450608416,,,,
33.71056903168452,,,,
33.707989448103056,,,,
33.70447757342385,,,,
33.704589307183774,,,,
33.70808477899992,,,,
33.71400626285689,,,,
33.723476118867445,,,,
33.73231603281881,,,,
33.740456141907856,,,,
33.75094975210749,,,,
33.76294992746868,,,,
33.77210373071598,,,,
33.77833402955077,,,,
33.783125406264475,,,,
33.78532569712307,,,,
33.78830297326701,,,,
33.79216002506296,,,,
33.794203011402544,,,,
33.79510581324695,,,,
33.79592543526081,,,,
33.796403484734114,,,,
33.796455219253694,,,,
33.79625228353416,,,,
33.794406125222764,,,,
33.79083603691508,,,,
33.786326547016834,,,,
33.780530457924755,,,,
33.776583496772304,,,,
33.7748269427497,,,,
33.77349436773196,,,,
33.773462932040076,,,,
33.77306027992415,,,,
33.77213434667556,,,,
33.772282638773035,,,,
33.7731537223452,,,,
33.77304425507146,,,,
33.77201995676461,,,,
33.77067216772736,,,,
33.7686048831223,,,,
33.76722237319494,,,,
33.766612360249155,,,,
33.76576229225528,,,,
33.76499398881679,,,,
33.76688047541036,,,,
33.77158991769748,,,,
33.77816082567766,,,,
33.7873272853537,,,,
33.79738781417216,,,,
33.80832376077775,,,,
33.821663788071696,,,,
33.837110707687195,,,,
33.84621319402391,,,,
33.8483601351445,,,,
33.847374000148875,,,,
33.84091344685769,,,,
33.834325643956596,,,,
33.827870630150485,,,,
33.81680216848198,,,,
33.80217346816897,,,,
33.795436795149634,,,,
33.79705115300098,,,,
33.802246747674744,,,,
33.814057906713764,,,,
33.82453680907849,,,,
33.83327801477138,,,,
33.84687197851852,,,,
33.863674174133656,,,,
33.870759685662435,,,,
33.86769172872232,,,,
33.859485995931486,,,,
33.84270551710187,,,,
33.82656523526757,,,,
33.81144143132623,,,,
33.789731004395854,,,,
33.76329482154417,,,,
33.746847090571144,,,,
33.74084652967973,,,,
33.73954016040537,,,,
33.74681384192652,,,,
33.75207253328775,,,,
33.7548479409462,,,,
33.76380060284089,,,,
33.77675922416426,,,,
33.78445652206883,,,,
33.787110018721464,,,,
33.78770413436218,,,,
33.783968585356114,,,,
33.78363411189469,,,,
33.78704947150361,,,,
33.788472534605376,,,,
33.7895770226777,,,,
33.792437456829845,,,,
33.79662597275407,,,,
33.802340170260614,,,,
33.81001574641665,,,,
33.81699482316953,,,,
33.823288105057244,,,,
33.83058243507292,,,,
33.838331429163325,,,,
33.83943416585674,,,,
33.83332216493363,,,,
33.82293029151329,,,,
33.80621779856717,,,,
33.78772537324963,,,,
33.76755426041835,,,,
33.741561238233125,,,,
33.710558439244124,,,,
33.69354292371682,,,,
33.69177478132766,,,,
33.696737901584356,,,,
33.71364488554369,,,,
33.730275291517195,,,,
33.746011359770534,,,,
33.77154780673687,,,,
33.80444219578932,,,,
33.82333498140696,,,,
