hr_data,P,A,D,Label
73,0.0,0.0,0.0,Calm
73,,,,
72,,,,
71,,,,
70,,,,
69,,,,
69,,,,
70,,,,
70,,,,
71,,,,
70,,,,
70,,,,
70,,,,
69,,,,
68,,,,
70,,,,
71,,,,
73,,,,
73,,,,
73,,,,
73,,,,
73,,,,
73,,,,
74,,,,
75,,,,
75,,,,
75,,,,
75,,,,
75,,,,
75,,,,
76,,,,
77,,,,
77,,,,
76,,,,
76,,,,
77,,,,
75,,,,
76,,,,
77,,,,
77,,,,
78,,,,
80,,,,
82,,,,
83,,,,
84,,,,
84,,,,
84,,,,
84,,,,
84,,,,
84,,,,
84,,,,
84,,,,
83,,,,
83,,,,
82,,,,
81,,,,
81,,,,
80,,,,
80,,,,
80,,,,
80,,,,
80,,,,
80,,,,
80,,,,
80,,,,
79,,,,
81,,,,
81,,,,
81,,,,
81,,,,
81,,,,
81,,,,
78,,,,
77,,,,
77,,,,
77,,,,
77,,,,
77,,,,
79,,,,
78,,,,
78,,,,
78,,,,
77,,,,
77,,,,
75,,,,
75,,,,
75,,,,
74,,,,
75,,,,
75,,,,
75,,,,
73,,,,
73,,,,
73,,,,
73,,,,
72,,,,
74,,,,
74,,,,
74,,,,
73,,,,
73,,,,
72,,,,
73,,,,
75,,,,
75,,,,
74,,,,
74,,,,
74,,,,
73,,,,
72,,,,
72,,,,
72,,,,
72,,,,
72,,,,
71,,,,
69,,,,
69,,,,
69,,,,
69,,,,
69,,,,
71,,,,
71,,,,
69,,,,
70,,,,
73,,,,
74,,,,
72,,,,
71,,,,
72,,,,
73,,,,
72,,,,
72,,,,
73,,,,
73,,,,
71,,,,
72,,,,
74,,,,
75,,,,
73,,,,
73,,,,
74,,,,
73,,,,
72,,,,
71,,,,
72,,,,
72,,,,
71,,,,
71,,,,
71,,,,
72,,,,
71,,,,
70,,,,
69,,,,
69,,,,
70,,,,
70,,,,
70,,,,
70,,,,
68,,,,
67,,,,
66,,,,
65,,,,
65,,,,
65,,,,
65,,,,
66,,,,
66,,,,
67,,,,
67,,,,
67,,,,
67,,,,
67,,,,
66,,,,
65,,,,
65,,,,
66,,,,
66,,,,
66,,,,
67,,,,
67,,,,
67,,,,
67,,,,
66,,,,
66,,,,
66,,,,
65,,,,
65,,,,
66,,,,
66,,,,
66,,,,
68,,,,
68,,,,
68,,,,
68,,,,
68,,,,
69,,,,
69,,,,
69,,,,
69,,,,
69,,,,
69,,,,
69,,,,
