hr_data,P,A,D,Label
88,-4.0,0.0,-3.0,Sad
88,,,,
89,,,,
89,,,,
88,,,,
88,,,,
88,,,,
86,,,,
86,,,,
86,,,,
85,,,,
85,,,,
84,,,,
84,,,,
84,,,,
83,,,,
83,,,,
83,,,,
82,,,,
82,,,,
82,,,,
82,,,,
82,,,,
82,,,,
82,,,,
82,,,,
82,,,,
82,,,,
81,,,,
80,,,,
79,,,,
79,,,,
79,,,,
78,,,,
78,,,,
79,,,,
79,,,,
79,,,,
79,,,,
80,,,,
80,,,,
79,,,,
80,,,,
81,,,,
81,,,,
81,,,,
81,,,,
82,,,,
82,,,,
82,,,,
83,,,,
83,,,,
82,,,,
83,,,,
84,,,,
85,,,,
86,,,,
86,,,,
88,,,,
88,,,,
89,,,,
90,,,,
90,,,,
88,,,,
87,,,,
85,,,,
85,,,,
84,,,,
83,,,,
82,,,,
81,,,,
80,,,,
81,,,,
80,,,,
82,,,,
82,,,,
82,,,,
83,,,,
84,,,,
85,,,,
85,,,,
86,,,,
86,,,,
86,,,,
86,,,,
86,,,,
85,,,,
84,,,,
84,,,,
84,,,,
84,,,,
83,,,,
84,,,,
84,,,,
84,,,,
84,,,,
85,,,,
85,,,,
85,,,,
85,,,,
85,,,,
85,,,,
85,,,,
85,,,,
85,,,,
85,,,,
85,,,,
84,,,,
84,,,,
84,,,,
84,,,,
85,,,,
84,,,,
83,,,,
84,,,,
84,,,,
83,,,,
83,,,,
82,,,,
82,,,,
82,,,,
83,,,,
84,,,,
84,,,,
84,,,,
83,,,,
84,,,,
84,,,,
83,,,,
83,,,,
84,,,,
83,,,,
85,,,,
85,,,,
86,,,,
86,,,,
87,,,,
87,,,,
87,,,,
86,,,,
86,,,,
85,,,,
86,,,,
87,,,,
87,,,,
88,,,,
88,,,,
89,,,,
91,,,,
91,,,,
92,,,,
92,,,,
92,,,,
92,,,,
91,,,,
91,,,,
91,,,,
92,,,,
92,,,,
93,,,,
93,,,,
95,,,,
95,,,,
94,,,,
94,,,,
92,,,,
91,,,,
90,,,,
88,,,,
88,,,,
86,,,,
87,,,,
85,,,,
85,,,,
84,,,,
85,,,,
86,,,,
86,,,,
86,,,,
86,,,,
87,,,,
88,,,,
88,,,,
87,,,,
87,,,,
86,,,,
87,,,,
88,,,,
88,,,,
89,,,,
90,,,,
90,,,,
90,,,,
90,,,,
90,,,,
89,,,,
88,,,,
87,,,,
86,,,,
86,,,,
86,,,,
86,,,,
86,,,,
86,,,,
86,,,,
85,,,,
85,,,,
85,,,,
85,,,,
85,,,,
85,,,,
85,,,,
88,,,,
89,,,,
89,,,,
89,,,,
91,,,,
91,,,,
92,,,,
93,,,,
93,,,,
