hr_data,P,A,D,Label
79,0.0,0.0,0.0,Calm
78,,,,
78,,,,
78,,,,
78,,,,
78,,,,
78,,,,
78,,,,
78,,,,
78,,,,
78,,,,
78,,,,
78,,,,
78,,,,
78,,,,
79,,,,
79,,,,
80,,,,
79,,,,
79,,,,
79,,,,
80,,,,
81,,,,
81,,,,
80,,,,
80,,,,
81,,,,
82,,,,
81,,,,
81,,,,
81,,,,
81,,,,
80,,,,
80,,,,
81,,,,
81,,,,
80,,,,
80,,,,
81,,,,
81,,,,
81,,,,
80,,,,
80,,,,
80,,,,
80,,,,
80,,,,
80,,,,
79,,,,
79,,,,
79,,,,
79,,,,
79,,,,
79,,,,
78,,,,
77,,,,
76,,,,
76,,,,
76,,,,
76,,,,
75,,,,
75,,,,
76,,,,
77,,,,
77,,,,
76,,,,
77,,,,
78,,,,
78,,,,
77,,,,
77,,,,
78,,,,
78,,,,
78,,,,
78,,,,
79,,,,
79,,,,
78,,,,
79,,,,
79,,,,
78,,,,
77,,,,
78,,,,
79,,,,
79,,,,
78,,,,
79,,,,
79,,,,
78,,,,
78,,,,
78,,,,
78,,,,
77,,,,
77,,,,
78,,,,
79,,,,
79,,,,
80,,,,
81,,,,
81,,,,
80,,,,
81,,,,
82,,,,
81,,,,
80,,,,
81,,,,
81,,,,
81,,,,
80,,,,
81,,,,
81,,,,
79,,,,
79,,,,
79,,,,
79,,,,
79,,,,
79,,,,
80,,,,
81,,,,
80,,,,
81,,,,
82,,,,
82,,,,
82,,,,
82,,,,
84,,,,
84,,,,
83,,,,
83,,,,
83,,,,
83,,,,
83,,,,
82,,,,
83,,,,
82,,,,
81,,,,
81,,,,
82,,,,
82,,,,
82,,,,
82,,,,
82,,,,
81,,,,
81,,,,
82,,,,
82,,,,
82,,,,
82,,,,
80,,,,
79,,,,
78,,,,
77,,,,
76,,,,
76,,,,
75,,,,
75,,,,
74,,,,
74,,,,
75,,,,
77,,,,
77,,,,
77,,,,
77,,,,
77,,,,
77,,,,
77,,,,
77,,,,
77,,,,
76,,,,
76,,,,
77,,,,
77,,,,
77,,,,
76,,,,
76,,,,
77,,,,
78,,,,
78,,,,
78,,,,
79,,,,
78,,,,
78,,,,
78,,,,
80,,,,
80,,,,
79,,,,
80,,,,
80,,,,
80,,,,
79,,,,
80,,,,
81,,,,
80,,,,
80,,,,
81,,,,
81,,,,
80,,,,
81,,,,
82,,,,
81,,,,
80,,,,
81,,,,
82,,,,
81,,,,
81,,,,
82,,,,
81,,,,
81,,,,
81,,,,
81,,,,
80,,,,
79,,,,
79,,,,
79,,,,
79,,,,
79,,,,
79,,,,
80,,,,
81,,,,
