hr_data,P,A,D,Label
94,-2.0,2.0,-2.0,Fear
94,,,,
96,,,,
96,,,,
95,,,,
96,,,,
96,,,,
96,,,,
96,,,,
96,,,,
95,,,,
95,,,,
95,,,,
95,,,,
94,,,,
94,,,,
94,,,,
94,,,,
92,,,,
92,,,,
92,,,,
92,,,,
91,,,,
90,,,,
91,,,,
90,,,,
89,,,,
89,,,,
87,,,,
86,,,,
87,,,,
87,,,,
86,,,,
86,,,,
87,,,,
85,,,,
85,,,,
85,,,,
83,,,,
82,,,,
82,,,,
82,,,,
81,,,,
81,,,,
82,,,,
82,,,,
83,,,,
84,,,,
86,,,,
86,,,,
87,,,,
87,,,,
86,,,,
86,,,,
86,,,,
84,,,,
84,,,,
84,,,,
84,,,,
83,,,,
83,,,,
83,,,,
83,,,,
84,,,,
86,,,,
86,,,,
86,,,,
87,,,,
88,,,,
89,,,,
88,,,,
88,,,,
88,,,,
88,,,,
88,,,,
88,,,,
88,,,,
86,,,,
86,,,,
86,,,,
86,,,,
85,,,,
86,,,,
86,,,,
85,,,,
85,,,,
85,,,,
83,,,,
84,,,,
84,,,,
83,,,,
83,,,,
83,,,,
83,,,,
82,,,,
83,,,,
84,,,,
82,,,,
83,,,,
84,,,,
84,,,,
85,,,,
87,,,,
86,,,,
86,,,,
87,,,,
87,,,,
86,,,,
87,,,,
86,,,,
86,,,,
86,,,,
86,,,,
85,,,,
85,,,,
84,,,,
83,,,,
82,,,,
82,,,,
83,,,,
82,,,,
83,,,,
83,,,,
85,,,,
86,,,,
89,,,,
89,,,,
88,,,,
88,,,,
89,,,,
88,,,,
86,,,,
85,,,,
84,,,,
83,,,,
83,,,,
84,,,,
83,,,,
83,,,,
83,,,,
83,,,,
83,,,,
84,,,,
84,,,,
84,,,,
84,,,,
83,,,,
83,,,,
83,,,,
82,,,,
83,,,,
83,,,,
83,,,,
85,,,,
85,,,,
85,,,,
86,,,,
86,,,,
85,,,,
84,,,,
84,,,,
84,,,,
83,,,,
83,,,,
82,,,,
80,,,,
80,,,,
80,,,,
80,,,,
80,,,,
82,,,,
83,,,,
84,,,,
85,,,,
85,,,,
85,,,,
86,,,,
86,,,,
86,,,,
85,,,,
84,,,,
84,,,,
83,,,,
82,,,,
81,,,,
80,,,,
80,,,,
80,,,,
80,,,,
80,,,,
80,,,,
80,,,,
80,,,,
80,,,,
80,,,,
80,,,,
80,,,,
80,,,,
81,,,,
82,,,,
82,,,,
82,,,,
82,,,,
83,,,,
83,,,,
83,,,,
85,,,,
85,,,,
85,,,,
86,,,,
87,,,,
86,,,,
86,,,,
86,,,,
86,,,,
85,,,,
84,,,,
83,,,,
82,,,,
82,,,,
82,,,,
81,,,,
81,,,,
82,,,,
82,,,,
82,,,,
83,,,,
82,,,,
82,,,,
82,,,,
82,,,,
82,,,,
82,,,,
82,,,,
