hr_data,P,A,D,Label
95,3.0,3.0,2.0,Happy
94,,,,
94,,,,
94,,,,
94,,,,
94,,,,
94,,,,
93,,,,
91,,,,
90,,,,
90,,,,
91,,,,
91,,,,
91,,,,
92,,,,
92,,,,
94,,,,
94,,,,
93,,,,
93,,,,
93,,,,
92,,,,
92,,,,
93,,,,
93,,,,
94,,,,
96,,,,
96,,,,
96,,,,
96,,,,
95,,,,
95,,,,
93,,,,
92,,,,
92,,,,
91,,,,
91,,,,
92,,,,
92,,,,
92,,,,
92,,,,
92,,,,
92,,,,
92,,,,
92,,,,
92,,,,
93,,,,
93,,,,
93,,,,
93,,,,
94,,,,
95,,,,
95,,,,
96,,,,
96,,,,
95,,,,
95,,,,
93,,,,
93,,,,
93,,,,
94,,,,
94,,,,
95,,,,
96,,,,
96,,,,
97,,,,
96,,,,
96,,,,
96,,,,
95,,,,
95,,,,
93,,,,
93,,,,
93,,,,
92,,,,
92,,,,
92,,,,
92,,,,
92,,,,
92,,,,
91,,,,
88,,,,
87,,,,
87,,,,
87,,,,
87,,,,
87,,,,
90,,,,
91,,,,
92,,,,
94,,,,
93,,,,
93,,,,
93,,,,
91,,,,
89,,,,
89,,,,
89,,,,
88,,,,
89,,,,
91,,,,
91,,,,
93,,,,
93,,,,
92,,,,
92,,,,
91,,,,
91,,,,
91,,,,
90,,,,
89,,,,
87,,,,
87,,,,
87,,,,
87,,,,
87,,,,
86,,,,
87,,,,
87,,,,
86,,,,
86,,,,
87,,,,
86,,,,
86,,,,
87,,,,
87,,,,
88,,,,
89,,,,
91,,,,
91,,,,
91,,,,
91,,,,
91,,,,
90,,,,
90,,,,
89,,,,
89,,,,
90,,,,
90,,,,
90,,,,
90,,,,
91,,,,
91,,,,
92,,,,
92,,,,
92,,,,
92,,,,
93,,,,
92,,,,
91,,,,
91,,,,
92,,,,
94,,,,
94,,,,
95,,,,
94,,,,
93,,,,
92,,,,
92,,,,
92,,,,
91,,,,
91,,,,
91,,,,
92,,,,
92,,,,
93,,,,
93,,,,
91,,,,
91,,,,
89,,,,
88,,,,
88,,,,
88,,,,
88,,,,
88,,,,
89,,,,
91,,,,
93,,,,
93,,,,
95,,,,
95,,,,
94,,,,
94,,,,
93,,,,
93,,,,
93,,,,
92,,,,
92,,,,
92,,,,
91,,,,
92,,,,
92,,,,
92,,,,
93,,,,
94,,,,
95,,,,
96,,,,
97,,,,
98,,,,
98,,,,
99,,,,
98,,,,
97,,,,
98,,,,
97,,,,
96,,,,
95,,,,
95,,,,
93,,,,
93,,,,
93,,,,
92,,,,
92,,,,
93,,,,
94,,,,
94,,,,
96,,,,
97,,,,
98,,,,
98,,,,
98,,,,
96,,,,
96,,,,
95,,,,
94,,,,
93,,,,
93,,,,
93,,,,
94,,,,
94,,,,
93,,,,
93,,,,
92,,,,
91,,,,
91,,,,
