hr_data,P,A,D,Label
71,0.0,0.0,0.0,Calm
72,,,,
72,,,,
72,,,,
72,,,,
72,,,,
73,,,,
73,,,,
75,,,,
75,,,,
76,,,,
76,,,,
77,,,,
78,,,,
79,,,,
80,,,,
80,,,,
81,,,,
82,,,,
83,,,,
84,,,,
84,,,,
84,,,,
84,,,,
85,,,,
84,,,,
84,,,,
84,,,,
84,,,,
84,,,,
83,,,,
82,,,,
81,,,,
80,,,,
80,,,,
80,,,,
79,,,,
79,,,,
79,,,,
79,,,,
80,,,,
79,,,,
79,,,,
80,,,,
81,,,,
82,,,,
83,,,,
84,,,,
83,,,,
84,,,,
85,,,,
84,,,,
84,,,,
83,,,,
83,,,,
83,,,,
82,,,,
82,,,,
79,,,,
80,,,,
80,,,,
79,,,,
78,,,,
79,,,,
78,,,,
78,,,,
78,,,,
77,,,,
77,,,,
78,,,,
78,,,,
78,,,,
78,,,,
78,,,,
79,,,,
79,,,,
80,,,,
82,,,,
82,,,,
82,,,,
82,,,,
82,,,,
82,,,,
83,,,,
82,,,,
82,,,,
82,,,,
81,,,,
79,,,,
79,,,,
79,,,,
78,,,,
78,,,,
77,,,,
77,,,,
77,,,,
77,,,,
77,,,,
77,,,,
78,,,,
78,,,,
78,,,,
77,,,,
77,,,,
77,,,,
77,,,,
78,,,,
78,,,,
77,,,,
78,,,,
78,,,,
78,,,,
77,,,,
77,,,,
77,,,,
77,,,,
78,,,,
78,,,,
78,,,,
78,,,,
79,,,,
79,,,,
78,,,,
78,,,,
78,,,,
78,,,,
78,,,,
78,,,,
78,,,,
79,,,,
79,,,,
80,,,,
82,,,,
82,,,,
84,,,,
85,,,,
86,,,,
86,,,,
87,,,,
87,,,,
86,,,,
87,,,,
87,,,,
87,,,,
88,,,,
88,,,,
88,,,,
88,,,,
89,,,,
89,,,,
88,,,,
88,,,,
88,,,,
88,,,,
88,,,,
88,,,,
88,,,,
88,,,,
88,,,,
87,,,,
87,,,,
87,,,,
87,,,,
87,,,,
87,,,,
86,,,,
85,,,,
85,,,,
84,,,,
83,,,,
81,,,,
80,,,,
80,,,,
79,,,,
79,,,,
80,,,,
80,,,,
79,,,,
78,,,,
79,,,,
79,,,,
78,,,,
78,,,,
77,,,,
76,,,,
76,,,,
76,,,,
76,,,,
