hr_data,P,A,D,Label
86,-4.0,4.0,-4.0,Fear
86,,,,
86,,,,
87,,,,
87,,,,
88,,,,
86,,,,
85,,,,
84,,,,
83,,,,
83,,,,
82,,,,
81,,,,
80,,,,
79,,,,
78,,,,
78,,,,
79,,,,
80,,,,
80,,,,
80,,,,
80,,,,
80,,,,
80,,,,
81,,,,
81,,,,
81,,,,
81,,,,
81,,,,
82,,,,
82,,,,
82,,,,
83,,,,
84,,,,
85,,,,
86,,,,
86,,,,
86,,,,
86,,,,
86,,,,
85,,,,
84,,,,
84,,,,
83,,,,
82,,,,
82,,,,
82,,,,
82,,,,
82,,,,
82,,,,
84,,,,
84,,,,
85,,,,
86,,,,
86,,,,
88,,,,
88,,,,
89,,,,
90,,,,
90,,,,
90,,,,
90,,,,
90,,,,
88,,,,
89,,,,
89,,,,
89,,,,
90,,,,
90,,,,
90,,,,
90,,,,
91,,,,
92,,,,
90,,,,
90,,,,
89,,,,
89,,,,
88,,,,
87,,,,
88,,,,
87,,,,
88,,,,
89,,,,
89,,,,
88,,,,
87,,,,
88,,,,
87,,,,
86,,,,
88,,,,
86,,,,
85,,,,
85,,,,
85,,,,
84,,,,
85,,,,
85,,,,
84,,,,
82,,,,
82,,,,
82,,,,
82,,,,
84,,,,
84,,,,
86,,,,
86,,,,
86,,,,
86,,,,
87,,,,
89,,,,
89,,,,
89,,,,
89,,,,
89,,,,
89,,,,
88,,,,
89,,,,
89,,,,
90,,,,
90,,,,
89,,,,
90,,,,
90,,,,
91,,,,
91,,,,
91,,,,
92,,,,
92,,,,
91,,,,
91,,,,
91,,,,
92,,,,
91,,,,
92,,,,
92,,,,
92,,,,
91,,,,
90,,,,
89,,,,
88,,,,
88,,,,
88,,,,
87,,,,
87,,,,
88,,,,
89,,,,
88,,,,
88,,,,
89,,,,
89,,,,
87,,,,
86,,,,
87,,,,
86,,,,
84,,,,
84,,,,
84,,,,
82,,,,
80,,,,
80,,,,
81,,,,
80,,,,
79,,,,
80,,,,
80,,,,
79,,,,
81,,,,
81,,,,
82,,,,
80,,,,
79,,,,
80,,,,
81,,,,
79,,,,
79,,,,
81,,,,
80,,,,
80,,,,
80,,,,
80,,,,
80,,,,
81,,,,
81,,,,
83,,,,
83,,,,
82,,,,
82,,,,
83,,,,
84,,,,
84,,,,
83,,,,
83,,,,
83,,,,
83,,,,
83,,,,
84,,,,
83,,,,
82,,,,
82,,,,
84,,,,
82,,,,
82,,,,
83,,,,
83,,,,
82,,,,
82,,,,
84,,,,
83,,,,
84,,,,
84,,,,
85,,,,
84,,,,
85,,,,
85,,,,
86,,,,
85,,,,
85,,,,
85,,,,
84,,,,
84,,,,
85,,,,
85,,,,
84,,,,
85,,,,
85,,,,
86,,,,
87,,,,
87,,,,
87,,,,
87,,,,
87,,,,
86,,,,
87,,,,
87,,,,
86,,,,
