hr_data,P,A,D,Label
71,4.0,4.0,3.0,Happy
72,,,,
71,,,,
71,,,,
71,,,,
71,,,,
71,,,,
73,,,,
74,,,,
74,,,,
75,,,,
75,,,,
75,,,,
76,,,,
77,,,,
77,,,,
77,,,,
77,,,,
78,,,,
78,,,,
78,,,,
80,,,,
79,,,,
79,,,,
79,,,,
79,,,,
79,,,,
78,,,,
79,,,,
79,,,,
78,,,,
78,,,,
77,,,,
77,,,,
75,,,,
75,,,,
75,,,,
76,,,,
76,,,,
76,,,,
76,,,,
76,,,,
75,,,,
76,,,,
76,,,,
76,,,,
77,,,,
77,,,,
76,,,,
76,,,,
76,,,,
77,,,,
77,,,,
78,,,,
79,,,,
79,,,,
80,,,,
80,,,,
81,,,,
81,,,,
81,,,,
81,,,,
80,,,,
81,,,,
80,,,,
82,,,,
82,,,,
83,,,,
83,,,,
84,,,,
84,,,,
85,,,,
85,,,,
86,,,,
85,,,,
85,,,,
85,,,,
83,,,,
82,,,,
83,,,,
81,,,,
81,,,,
82,,,,
83,,,,
83,,,,
83,,,,
84,,,,
83,,,,
82,,,,
82,,,,
82,,,,
81,,,,
80,,,,
80,,,,
80,,,,
80,,,,
82,,,,
83,,,,
83,,,,
83,,,,
83,,,,
83,,,,
82,,,,
81,,,,
80,,,,
78,,,,
77,,,,
76,,,,
76,,,,
75,,,,
76,,,,
77,,,,
78,,,,
78,,,,
78,,,,
78,,,,
77,,,,
76,,,,
77,,,,
78,,,,
78,,,,
78,,,,
79,,,,
80,,,,
80,,,,
80,,,,
80,,,,
80,,,,
79,,,,
79,,,,
79,,,,
79,,,,
80,,,,
80,,,,
81,,,,
81,,,,
81,,,,
81,,,,
81,,,,
81,,,,
81,,,,
80,,,,
80,,,,
80,,,,
81,,,,
81,,,,
80,,,,
80,,,,
79,,,,
78,,,,
77,,,,
77,,,,
77,,,,
78,,,,
77,,,,
76,,,,
76,,,,
76,,,,
77,,,,
77,,,,
77,,,,
78,,,,
78,,,,
79,,,,
81,,,,
82,,,,
81,,,,
82,,,,
82,,,,
81,,,,
81,,,,
81,,,,
81,,,,
82,,,,
81,,,,
81,,,,
80,,,,
79,,,,
81,,,,
81,,,,
81,,,,
80,,,,
79,,,,
80,,,,
80,,,,
81,,,,
82,,,,
82,,,,
82,,,,
84,,,,
84,,,,
84,,,,
84,,,,
84,,,,
82,,,,
82,,,,
82,,,,
81,,,,
81,,,,
