hr_data,P,A,D,Label
70,0.0,0.0,0.0,Calm
71,,,,
71,,,,
69,,,,
69,,,,
68,,,,
68,,,,
67,,,,
67,,,,
68,,,,
68,,,,
68,,,,
69,,,,
70,,,,
71,,,,
71,,,,
70,,,,
72,,,,
71,,,,
72,,,,
71,,,,
70,,,,
70,,,,
70,,,,
70,,,,
70,,,,
69,,,,
70,,,,
70,,,,
69,,,,
70,,,,
69,,,,
69,,,,
69,,,,
70,,,,
70,,,,
70,,,,
71,,,,
71,,,,
71,,,,
72,,,,
72,,,,
73,,,,
75,,,,
76,,,,
75,,,,
75,,,,
75,,,,
77,,,,
77,,,,
75,,,,
75,,,,
75,,,,
73,,,,
73,,,,
73,,,,
73,,,,
73,,,,
72,,,,
73,,,,
72,,,,
71,,,,
70,,,,
70,,,,
70,,,,
67,,,,
68,,,,
68,,,,
67,,,,
67,,,,
68,,,,
68,,,,
67,,,,
67,,,,
68,,,,
69,,,,
69,,,,
69,,,,
69,,,,
70,,,,
70,,,,
70,,,,
70,,,,
71,,,,
71,,,,
69,,,,
69,,,,
69,,,,
70,,,,
69,,,,
67,,,,
67,,,,
66,,,,
66,,,,
66,,,,
66,,,,
66,,,,
67,,,,
67,,,,
67,,,,
67,,,,
69,,,,
68,,,,
68,,,,
69,,,,
70,,,,
69,,,,
68,,,,
68,,,,
69,,,,
69,,,,
69,,,,
69,,,,
69,,,,
69,,,,
69,,,,
70,,,,
71,,,,
71,,,,
71,,,,
72,,,,
73,,,,
73,,,,
73,,,,
73,,,,
73,,,,
77,,,,
76,,,,
77,,,,
77,,,,
84,,,,
84,,,,
85,,,,
84,,,,
82,,,,
80,,,,
80,,,,
80,,,,
80,,,,
80,,,,
79,,,,
77,,,,
77,,,,
