hr_data,P,A,D,Label
78,-3.0,3.0,1.0,Fear
78,,,,
81,,,,
81,,,,
81,,,,
81,,,,
80,,,,
79,,,,
77,,,,
77,,,,
76,,,,
75,,,,
74,,,,
73,,,,
73,,,,
72,,,,
72,,,,
72,,,,
72,,,,
71,,,,
71,,,,
71,,,,
71,,,,
71,,,,
71,,,,
72,,,,
72,,,,
72,,,,
72,,,,
72,,,,
72,,,,
72,,,,
71,,,,
71,,,,
70,,,,
70,,,,
69,,,,
69,,,,
69,,,,
70,,,,
70,,,,
70,,,,
70,,,,
70,,,,
70,,,,
70,,,,
69,,,,
69,,,,
69,,,,
69,,,,
69,,,,
70,,,,
71,,,,
71,,,,
72,,,,
73,,,,
73,,,,
74,,,,
74,,,,
74,,,,
75,,,,
75,,,,
75,,,,
75,,,,
75,,,,
75,,,,
76,,,,
76,,,,
75,,,,
75,,,,
74,,,,
74,,,,
74,,,,
74,,,,
75,,,,
74,,,,
74,,,,
74,,,,
73,,,,
73,,,,
73,,,,
73,,,,
74,,,,
74,,,,
74,,,,
75,,,,
75,,,,
75,,,,
75,,,,
75,,,,
75,,,,
75,,,,
73,,,,
71,,,,
70,,,,
70,,,,
70,,,,
69,,,,
69,,,,
69,,,,
69,,,,
70,,,,
70,,,,
71,,,,
71,,,,
71,,,,
71,,,,
73,,,,
73,,,,
74,,,,
75,,,,
74,,,,
75,,,,
75,,,,
75,,,,
76,,,,
75,,,,
75,,,,
75,,,,
74,,,,
74,,,,
74,,,,
74,,,,
73,,,,
72,,,,
72,,,,
72,,,,
71,,,,
70,,,,
70,,,,
71,,,,
71,,,,
71,,,,
71,,,,
71,,,,
71,,,,
71,,,,
71,,,,
70,,,,
69,,,,
68,,,,
68,,,,
68,,,,
68,,,,
68,,,,
68,,,,
69,,,,
69,,,,
71,,,,
72,,,,
72,,,,
73,,,,
73,,,,
73,,,,
73,,,,
73,,,,
72,,,,
72,,,,
72,,,,
72,,,,
72,,,,
72,,,,
73,,,,
74,,,,
74,,,,
75,,,,
75,,,,
75,,,,
75,,,,
74,,,,
74,,,,
76,,,,
76,,,,
76,,,,
77,,,,
77,,,,
79,,,,
79,,,,
79,,,,
80,,,,
79,,,,
78,,,,
78,,,,
78,,,,
78,,,,
78,,,,
78,,,,
78,,,,
78,,,,
79,,,,
79,,,,
79,,,,
79,,,,
79,,,,
78,,,,
78,,,,
78,,,,
78,,,,
77,,,,
77,,,,
76,,,,
75,,,,
73,,,,
72,,,,
71,,,,
69,,,,
68,,,,
68,,,,
68,,,,
67,,,,
67,,,,
68,,,,
67,,,,
68,,,,
68,,,,
68,,,,
68,,,,
68,,,,
68,,,,
68,,,,
68,,,,
68,,,,
69,,,,
69,,,,
69,,,,
69,,,,
69,,,,
69,,,,
71,,,,
71,,,,
74,,,,
75,,,,
76,,,,
77,,,,
77,,,,
