hr_data,P,A,D,Label
61,4.0,3.0,2.0,Happy
61,,,,
63,,,,
64,,,,
65,,,,
66,,,,
67,,,,
67,,,,
67,,,,
68,,,,
68,,,,
68,,,,
68,,,,
69,,,,
69,,,,
70,,,,
71,,,,
74,,,,
74,,,,
77,,,,
78,,,,
79,,,,
80,,,,
81,,,,
81,,,,
82,,,,
82,,,,
82,,,,
82,,,,
83,,,,
84,,,,
86,,,,
88,,,,
90,,,,
90,,,,
90,,,,
90,,,,
90,,,,
89,,,,
89,,,,
87,,,,
86,,,,
85,,,,
85,,,,
85,,,,
86,,,,
88,,,,
89,,,,
90,,,,
91,,,,
91,,,,
91,,,,
89,,,,
89,,,,
88,,,,
88,,,,
88,,,,
89,,,,
90,,,,
90,,,,
91,,,,
91,,,,
92,,,,
93,,,,
93,,,,
95,,,,
96,,,,
96,,,,
96,,,,
96,,,,
94,,,,
94,,,,
93,,,,
92,,,,
92,,,,
92,,,,
93,,,,
93,,,,
93,,,,
93,,,,
93,,,,
91,,,,
90,,,,
89,,,,
88,,,,
87,,,,
86,,,,
85,,,,
86,,,,
87,,,,
87,,,,
88,,,,
88,,,,
88,,,,
88,,,,
88,,,,
87,,,,
87,,,,
86,,,,
85,,,,
85,,,,
86,,,,
86,,,,
88,,,,
88,,,,
89,,,,
89,,,,
89,,,,
88,,,,
87,,,,
86,,,,
83,,,,
82,,,,
81,,,,
81,,,,
81,,,,
81,,,,
81,,,,
80,,,,
80,,,,
80,,,,
81,,,,
81,,,,
82,,,,
82,,,,
82,,,,
81,,,,
79,,,,
79,,,,
79,,,,
78,,,,
78,,,,
78,,,,
76,,,,
76,,,,
76,,,,
78,,,,
78,,,,
79,,,,
79,,,,
80,,,,
79,,,,
79,,,,
79,,,,
79,,,,
78,,,,
77,,,,
77,,,,
77,,,,
76,,,,
75,,,,
75,,,,
74,,,,
74,,,,
74,,,,
74,,,,
73,,,,
71,,,,
71,,,,
70,,,,
70,,,,
70,,,,
70,,,,
72,,,,
73,,,,
74,,,,
74,,,,
76,,,,
76,,,,
76,,,,
76,,,,
76,,,,
75,,,,
74,,,,
75,,,,
74,,,,
73,,,,
72,,,,
71,,,,
71,,,,
71,,,,
71,,,,
