hr_data,P,A,D,Label
74,-2.0,2.0,-2.0,Fear
74,,,,
74,,,,
73,,,,
73,,,,
73,,,,
73,,,,
73,,,,
72,,,,
72,,,,
71,,,,
70,,,,
70,,,,
70,,,,
69,,,,
69,,,,
70,,,,
70,,,,
70,,,,
69,,,,
69,,,,
70,,,,
69,,,,
69,,,,
69,,,,
68,,,,
67,,,,
67,,,,
67,,,,
67,,,,
67,,,,
67,,,,
68,,,,
68,,,,
68,,,,
69,,,,
69,,,,
68,,,,
68,,,,
68,,,,
68,,,,
68,,,,
68,,,,
68,,,,
67,,,,
67,,,,
67,,,,
68,,,,
68,,,,
67,,,,
67,,,,
68,,,,
67,,,,
66,,,,
66,,,,
66,,,,
67,,,,
66,,,,
66,,,,
65,,,,
65,,,,
66,,,,
67,,,,
67,,,,
67,,,,
68,,,,
68,,,,
67,,,,
66,,,,
66,,,,
68,,,,
67,,,,
66,,,,
66,,,,
66,,,,
66,,,,
65,,,,
64,,,,
65,,,,
65,,,,
65,,,,
64,,,,
64,,,,
64,,,,
63,,,,
63,,,,
63,,,,
64,,,,
64,,,,
63,,,,
64,,,,
64,,,,
64,,,,
64,,,,
65,,,,
65,,,,
66,,,,
66,,,,
66,,,,
67,,,,
68,,,,
68,,,,
68,,,,
69,,,,
69,,,,
69,,,,
69,,,,
68,,,,
69,,,,
69,,,,
68,,,,
67,,,,
68,,,,
68,,,,
67,,,,
66,,,,
67,,,,
68,,,,
68,,,,
68,,,,
68,,,,
68,,,,
68,,,,
69,,,,
70,,,,
70,,,,
69,,,,
69,,,,
70,,,,
70,,,,
69,,,,
69,,,,
70,,,,
70,,,,
69,,,,
69,,,,
69,,,,
69,,,,
69,,,,
69,,,,
69,,,,
68,,,,
68,,,,
67,,,,
67,,,,
67,,,,
67,,,,
67,,,,
67,,,,
67,,,,
67,,,,
67,,,,
67,,,,
67,,,,
66,,,,
66,,,,
67,,,,
67,,,,
67,,,,
69,,,,
69,,,,
68,,,,
68,,,,
68,,,,
68,,,,
68,,,,
67,,,,
68,,,,
68,,,,
67,,,,
67,,,,
68,,,,
69,,,,
69,,,,
69,,,,
70,,,,
70,,,,
69,,,,
69,,,,
68,,,,
69,,,,
69,,,,
68,,,,
67,,,,
67,,,,
67,,,,
66,,,,
65,,,,
65,,,,
65,,,,
65,,,,
65,,,,
65,,,,
66,,,,
66,,,,
65,,,,
65,,,,
66,,,,
67,,,,
67,,,,
66,,,,
66,,,,
67,,,,
66,,,,
67,,,,
68,,,,
68,,,,
68,,,,
68,,,,
68,,,,
68,,,,
67,,,,
68,,,,
68,,,,
68,,,,
68,,,,
68,,,,
69,,,,
69,,,,
71,,,,
71,,,,
71,,,,
71,,,,
71,,,,
72,,,,
72,,,,
72,,,,
72,,,,
72,,,,
71,,,,
70,,,,
71,,,,
70,,,,
70,,,,
70,,,,
70,,,,
70,,,,
70,,,,
71,,,,
72,,,,
73,,,,
73,,,,
