hr_data,P,A,D,Label
70,0.0,0.0,0.0,Calm
70,,,,
69,,,,
69,,,,
69,,,,
68,,,,
67,,,,
66,,,,
65,,,,
64,,,,
63,,,,
62,,,,
61,,,,
61,,,,
59,,,,
58,,,,
57,,,,
56,,,,
56,,,,
55,,,,
55,,,,
55,,,,
55,,,,
55,,,,
55,,,,
56,,,,
56,,,,
56,,,,
56,,,,
56,,,,
56,,,,
56,,,,
56,,,,
56,,,,
56,,,,
56,,,,
55,,,,
55,,,,
55,,,,
55,,,,
55,,,,
55,,,,
55,,,,
56,,,,
56,,,,
57,,,,
57,,,,
58,,,,
58,,,,
58,,,,
58,,,,
58,,,,
59,,,,
60,,,,
59,,,,
59,,,,
60,,,,
61,,,,
60,,,,
60,,,,
60,,,,
60,,,,
59,,,,
58,,,,
58,,,,
57,,,,
56,,,,
55,,,,
54,,,,
54,,,,
54,,,,
54,,,,
54,,,,
54,,,,
55,,,,
55,,,,
55,,,,
55,,,,
55,,,,
55,,,,
55,,,,
55,,,,
55,,,,
55,,,,
55,,,,
55,,,,
55,,,,
55,,,,
54,,,,
54,,,,
54,,,,
54,,,,
54,,,,
53,,,,
53,,,,
53,,,,
53,,,,
54,,,,
55,,,,
55,,,,
55,,,,
55,,,,
55,,,,
55,,,,
55,,,,
55,,,,
55,,,,
54,,,,
54,,,,
53,,,,
53,,,,
53,,,,
53,,,,
53,,,,
52,,,,
52,,,,
53,,,,
53,,,,
53,,,,
54,,,,
54,,,,
55,,,,
55,,,,
55,,,,
55,,,,
55,,,,
55,,,,
56,,,,
56,,,,
56,,,,
56,,,,
57,,,,
57,,,,
58,,,,
58,,,,
58,,,,
58,,,,
58,,,,
59,,,,
59,,,,
59,,,,
59,,,,
58,,,,
58,,,,
59,,,,
58,,,,
58,,,,
58,,,,
59,,,,
58,,,,
58,,,,
58,,,,
57,,,,
57,,,,
58,,,,
58,,,,
57,,,,
58,,,,
59,,,,
58,,,,
58,,,,
59,,,,
60,,,,
59,,,,
60,,,,
60,,,,
59,,,,
59,,,,
59,,,,
59,,,,
57,,,,
56,,,,
56,,,,
55,,,,
54,,,,
54,,,,
54,,,,
53,,,,
53,,,,
53,,,,
53,,,,
54,,,,
53,,,,
54,,,,
54,,,,
55,,,,
56,,,,
57,,,,
57,,,,
57,,,,
58,,,,
58,,,,
58,,,,
58,,,,
59,,,,
59,,,,
59,,,,
59,,,,
59,,,,
59,,,,
59,,,,
59,,,,
59,,,,
59,,,,
59,,,,
59,,,,
58,,,,
58,,,,
58,,,,
57,,,,
57,,,,
56,,,,
56,,,,
56,,,,
56,,,,
56,,,,
56,,,,
57,,,,
58,,,,
57,,,,
57,,,,
56,,,,
56,,,,
56,,,,
56,,,,
56,,,,
57,,,,
57,,,,
56,,,,
