hr_data,P,A,D,Label
60,0.0,0.0,0.0,Calm
61,,,,
60,,,,
61,,,,
61,,,,
62,,,,
63,,,,
63,,,,
63,,,,
63,,,,
64,,,,
64,,,,
64,,,,
64,,,,
65,,,,
66,,,,
67,,,,
67,,,,
67,,,,
67,,,,
68,,,,
68,,,,
69,,,,
72,,,,
72,,,,
72,,,,
72,,,,
72,,,,
72,,,,
73,,,,
73,,,,
72,,,,
72,,,,
70,,,,
70,,,,
70,,,,
68,,,,
68,,,,
68,,,,
68,,,,
68,,,,
68,,,,
68,,,,
68,,,,
66,,,,
65,,,,
64,,,,
63,,,,
62,,,,
61,,,,
61,,,,
62,,,,
63,,,,
62,,,,
62,,,,
61,,,,
61,,,,
61,,,,
63,,,,
64,,,,
65,,,,
66,,,,
66,,,,
66,,,,
66,,,,
66,,,,
67,,,,
67,,,,
67,,,,
68,,,,
68,,,,
68,,,,
68,,,,
69,,,,
69,,,,
68,,,,
69,,,,
70,,,,
70,,,,
70,,,,
70,,,,
69,,,,
69,,,,
69,,,,
69,,,,
69,,,,
69,,,,
68,,,,
68,,,,
68,,,,
67,,,,
66,,,,
65,,,,
64,,,,
65,,,,
65,,,,
65,,,,
65,,,,
64,,,,
63,,,,
63,,,,
63,,,,
64,,,,
65,,,,
66,,,,
66,,,,
67,,,,
67,,,,
66,,,,
67,,,,
68,,,,
68,,,,
70,,,,
71,,,,
72,,,,
72,,,,
72,,,,
73,,,,
73,,,,
74,,,,
76,,,,
76,,,,
77,,,,
77,,,,
77,,,,
78,,,,
78,,,,
77,,,,
77,,,,
77,,,,
77,,,,
76,,,,
77,,,,
77,,,,
77,,,,
78,,,,
79,,,,
79,,,,
79,,,,
78,,,,
77,,,,
77,,,,
77,,,,
77,,,,
77,,,,
76,,,,
76,,,,
75,,,,
74,,,,
73,,,,
73,,,,
74,,,,
74,,,,
73,,,,
72,,,,
72,,,,
73,,,,
73,,,,
72,,,,
73,,,,
73,,,,
73,,,,
72,,,,
72,,,,
73,,,,
73,,,,
72,,,,
71,,,,
72,,,,
74,,,,
74,,,,
73,,,,
74,,,,
75,,,,
74,,,,
73,,,,
74,,,,
75,,,,
74,,,,
73,,,,
