hr_data,P,A,D,Label
66,-4.0,1.0,0.0,Disgust
66,,,,
66,,,,
67,,,,
68,,,,
68,,,,
68,,,,
67,,,,
66,,,,
66,,,,
65,,,,
65,,,,
65,,,,
62,,,,
61,,,,
61,,,,
61,,,,
61,,,,
62,,,,
62,,,,
62,,,,
62,,,,
62,,,,
61,,,,
61,,,,
61,,,,
62,,,,
63,,,,
63,,,,
64,,,,
65,,,,
66,,,,
66,,,,
67,,,,
67,,,,
66,,,,
66,,,,
65,,,,
65,,,,
65,,,,
65,,,,
66,,,,
65,,,,
64,,,,
64,,,,
64,,,,
65,,,,
65,,,,
65,,,,
65,,,,
66,,,,
65,,,,
65,,,,
65,,,,
65,,,,
65,,,,
65,,,,
65,,,,
65,,,,
65,,,,
65,,,,
65,,,,
65,,,,
64,,,,
64,,,,
64,,,,
64,,,,
64,,,,
66,,,,
67,,,,
69,,,,
70,,,,
70,,,,
72,,,,
73,,,,
74,,,,
74,,,,
73,,,,
72,,,,
72,,,,
73,,,,
72,,,,
72,,,,
71,,,,
70,,,,
70,,,,
69,,,,
68,,,,
68,,,,
67,,,,
67,,,,
66,,,,
66,,,,
66,,,,
65,,,,
65,,,,
65,,,,
65,,,,
65,,,,
65,,,,
65,,,,
65,,,,
65,,,,
65,,,,
65,,,,
65,,,,
66,,,,
67,,,,
68,,,,
66,,,,
66,,,,
67,,,,
67,,,,
67,,,,
67,,,,
67,,,,
66,,,,
66,,,,
65,,,,
64,,,,
64,,,,
64,,,,
63,,,,
63,,,,
64,,,,
64,,,,
67,,,,
68,,,,
67,,,,
68,,,,
68,,,,
67,,,,
66,,,,
66,,,,
66,,,,
66,,,,
66,,,,
66,,,,
66,,,,
66,,,,
66,,,,
66,,,,
66,,,,
65,,,,
65,,,,
65,,,,
65,,,,
66,,,,
66,,,,
66,,,,
66,,,,
66,,,,
66,,,,
69,,,,
69,,,,
69,,,,
69,,,,
69,,,,
69,,,,
69,,,,
69,,,,
70,,,,
72,,,,
73,,,,
75,,,,
75,,,,
76,,,,
77,,,,
77,,,,
76,,,,
75,,,,
74,,,,
74,,,,
73,,,,
72,,,,
72,,,,
71,,,,
70,,,,
70,,,,
69,,,,
68,,,,
68,,,,
69,,,,
69,,,,
69,,,,
69,,,,
68,,,,
68,,,,
68,,,,
69,,,,
69,,,,
69,,,,
69,,,,
69,,,,
69,,,,
69,,,,
69,,,,
70,,,,
70,,,,
70,,,,
70,,,,
69,,,,
69,,,,
68,,,,
67,,,,
67,,,,
66,,,,
66,,,,
65,,,,
65,,,,
65,,,,
65,,,,
66,,,,
66,,,,
67,,,,
67,,,,
67,,,,
67,,,,
67,,,,
67,,,,
67,,,,
67,,,,
67,,,,
67,,,,
67,,,,
67,,,,
68,,,,
68,,,,
68,,,,
68,,,,
