hr_data,P,A,D,Label
89,0.0,0.0,0.0,Calm
88,,,,
87,,,,
87,,,,
87,,,,
87,,,,
87,,,,
88,,,,
90,,,,
91,,,,
91,,,,
91,,,,
91,,,,
91,,,,
90,,,,
90,,,,
91,,,,
91,,,,
91,,,,
91,,,,
91,,,,
90,,,,
90,,,,
89,,,,
89,,,,
89,,,,
90,,,,
91,,,,
91,,,,
91,,,,
91,,,,
90,,,,
89,,,,
88,,,,
87,,,,
86,,,,
86,,,,
86,,,,
86,,,,
86,,,,
86,,,,
86,,,,
86,,,,
84,,,,
83,,,,
81,,,,
81,,,,
80,,,,
79,,,,
78,,,,
77,,,,
77,,,,
77,,,,
77,,,,
79,,,,
79,,,,
79,,,,
78,,,,
78,,,,
79,,,,
81,,,,
81,,,,
81,,,,
81,,,,
80,,,,
79,,,,
79,,,,
80,,,,
81,,,,
82,,,,
81,,,,
81,,,,
81,,,,
81,,,,
80,,,,
82,,,,
83,,,,
83,,,,
83,,,,
83,,,,
82,,,,
81,,,,
80,,,,
79,,,,
79,,,,
80,,,,
81,,,,
80,,,,
79,,,,
79,,,,
79,,,,
79,,,,
79,,,,
79,,,,
80,,,,
80,,,,
79,,,,
79,,,,
79,,,,
80,,,,
80,,,,
80,,,,
81,,,,
81,,,,
81,,,,
82,,,,
82,,,,
82,,,,
83,,,,
84,,,,
84,,,,
83,,,,
82,,,,
81,,,,
81,,,,
80,,,,
81,,,,
81,,,,
81,,,,
80,,,,
81,,,,
82,,,,
82,,,,
83,,,,
84,,,,
84,,,,
84,,,,
84,,,,
83,,,,
82,,,,
82,,,,
83,,,,
83,,,,
83,,,,
82,,,,
81,,,,
82,,,,
82,,,,
84,,,,
84,,,,
85,,,,
85,,,,
87,,,,
87,,,,
87,,,,
87,,,,
86,,,,
87,,,,
86,,,,
86,,,,
86,,,,
85,,,,
85,,,,
85,,,,
84,,,,
83,,,,
83,,,,
84,,,,
84,,,,
84,,,,
87,,,,
89,,,,
91,,,,
91,,,,
92,,,,
92,,,,
91,,,,
90,,,,
89,,,,
89,,,,
88,,,,
88,,,,
87,,,,
86,,,,
85,,,,
85,,,,
84,,,,
83,,,,
83,,,,
83,,,,
83,,,,
83,,,,
84,,,,
85,,,,
84,,,,
84,,,,
84,,,,
83,,,,
82,,,,
82,,,,
81,,,,
81,,,,
80,,,,
80,,,,
80,,,,
81,,,,
82,,,,
82,,,,
82,,,,
82,,,,
83,,,,
84,,,,
84,,,,
