hr_data,P,A,D,Label
75,0.0,0.0,0.0,Calm
74,,,,
73,,,,
74,,,,
74,,,,
74,,,,
74,,,,
74,,,,
74,,,,
74,,,,
74,,,,
74,,,,
74,,,,
76,,,,
77,,,,
78,,,,
78,,,,
79,,,,
80,,,,
80,,,,
80,,,,
83,,,,
84,,,,
85,,,,
86,,,,
86,,,,
86,,,,
86,,,,
86,,,,
85,,,,
84,,,,
83,,,,
83,,,,
83,,,,
81,,,,
80,,,,
79,,,,
80,,,,
80,,,,
81,,,,
80,,,,
79,,,,
80,,,,
80,,,,
81,,,,
81,,,,
82,,,,
83,,,,
85,,,,
84,,,,
85,,,,
86,,,,
87,,,,
88,,,,
89,,,,
88,,,,
87,,,,
88,,,,
89,,,,
89,,,,
88,,,,
86,,,,
87,,,,
87,,,,
88,,,,
87,,,,
86,,,,
86,,,,
87,,,,
87,,,,
87,,,,
87,,,,
87,,,,
86,,,,
86,,,,
86,,,,
86,,,,
86,,,,
85,,,,
86,,,,
85,,,,
84,,,,
84,,,,
84,,,,
83,,,,
83,,,,
82,,,,
81,,,,
81,,,,
81,,,,
81,,,,
79,,,,
79,,,,
79,,,,
77,,,,
77,,,,
77,,,,
79,,,,
79,,,,
78,,,,
77,,,,
77,,,,
78,,,,
80,,,,
80,,,,
82,,,,
82,,,,
81,,,,
82,,,,
82,,,,
82,,,,
83,,,,
83,,,,
83,,,,
82,,,,
82,,,,
80,,,,
80,,,,
81,,,,
80,,,,
80,,,,
79,,,,
79,,,,
79,,,,
81,,,,
82,,,,
83,,,,
82,,,,
81,,,,
80,,,,
81,,,,
81,,,,
82,,,,
82,,,,
80,,,,
79,,,,
80,,,,
80,,,,
83,,,,
83,,,,
85,,,,
85,,,,
86,,,,
87,,,,
88,,,,
89,,,,
89,,,,
89,,,,
89,,,,
89,,,,
89,,,,
89,,,,
89,,,,
89,,,,
88,,,,
88,,,,
88,,,,
87,,,,
86,,,,
86,,,,
85,,,,
87,,,,
88,,,,
88,,,,
88,,,,
88,,,,
88,,,,
87,,,,
86,,,,
86,,,,
86,,,,
85,,,,
84,,,,
83,,,,
82,,,,
83,,,,
83,,,,
83,,,,
83,,,,
83,,,,
82,,,,
