hr_data,P,A,D,Label
72,0.0,0.0,0.0,Calm
72,,,,
72,,,,
72,,,,
72,,,,
72,,,,
72,,,,
70,,,,
70,,,,
70,,,,
69,,,,
67,,,,
67,,,,
67,,,,
67,,,,
68,,,,
69,,,,
71,,,,
72,,,,
72,,,,
72,,,,
73,,,,
74,,,,
74,,,,
74,,,,
73,,,,
72,,,,
72,,,,
72,,,,
72,,,,
72,,,,
72,,,,
72,,,,
70,,,,
68,,,,
67,,,,
67,,,,
67,,,,
68,,,,
68,,,,
67,,,,
67,,,,
67,,,,
68,,,,
68,,,,
68,,,,
68,,,,
68,,,,
69,,,,
70,,,,
70,,,,
70,,,,
71,,,,
71,,,,
73,,,,
74,,,,
75,,,,
76,,,,
77,,,,
77,,,,
79,,,,
79,,,,
79,,,,
80,,,,
80,,,,
79,,,,
79,,,,
79,,,,
78,,,,
77,,,,
76,,,,
74,,,,
74,,,,
74,,,,
74,,,,
75,,,,
76,,,,
77,,,,
78,,,,
78,,,,
78,,,,
78,,,,
79,,,,
78,,,,
78,,,,
78,,,,
77,,,,
76,,,,
75,,,,
76,,,,
76,,,,
77,,,,
77,,,,
78,,,,
80,,,,
79,,,,
80,,,,
82,,,,
82,,,,
83,,,,
83,,,,
84,,,,
84,,,,
85,,,,
85,,,,
86,,,,
86,,,,
86,,,,
87,,,,
87,,,,
87,,,,
87,,,,
87,,,,
87,,,,
86,,,,
85,,,,
85,,,,
85,,,,
84,,,,
84,,,,
85,,,,
84,,,,
84,,,,
85,,,,
86,,,,
87,,,,
88,,,,
88,,,,
88,,,,
88,,,,
87,,,,
87,,,,
86,,,,
85,,,,
86,,,,
85,,,,
85,,,,
87,,,,
87,,,,
86,,,,
86,,,,
86,,,,
86,,,,
86,,,,
86,,,,
86,,,,
85,,,,
83,,,,
82,,,,
81,,,,
80,,,,
80,,,,
79,,,,
79,,,,
79,,,,
78,,,,
79,,,,
79,,,,
78,,,,
78,,,,
78,,,,
79,,,,
78,,,,
78,,,,
78,,,,
78,,,,
78,,,,
78,,,,
78,,,,
79,,,,
80,,,,
80,,,,
80,,,,
81,,,,
82,,,,
82,,,,
82,,,,
81,,,,
81,,,,
81,,,,
82,,,,
