hr_data,P,A,D,Label
79,-4.0,0.0,0.0,Anger
81,,,,
82,,,,
82,,,,
83,,,,
83,,,,
84,,,,
84,,,,
83,,,,
84,,,,
83,,,,
82,,,,
81,,,,
80,,,,
78,,,,
78,,,,
77,,,,
76,,,,
76,,,,
73,,,,
73,,,,
73,,,,
72,,,,
72,,,,
72,,,,
71,,,,
70,,,,
71,,,,
71,,,,
72,,,,
72,,,,
72,,,,
71,,,,
72,,,,
72,,,,
71,,,,
71,,,,
71,,,,
71,,,,
70,,,,
69,,,,
69,,,,
68,,,,
69,,,,
69,,,,
67,,,,
67,,,,
67,,,,
67,,,,
67,,,,
67,,,,
67,,,,
67,,,,
67,,,,
67,,,,
66,,,,
66,,,,
66,,,,
66,,,,
66,,,,
66,,,,
66,,,,
66,,,,
66,,,,
66,,,,
67,,,,
67,,,,
68,,,,
69,,,,
69,,,,
69,,,,
69,,,,
69,,,,
70,,,,
70,,,,
71,,,,
71,,,,
71,,,,
71,,,,
70,,,,
70,,,,
70,,,,
70,,,,
69,,,,
69,,,,
69,,,,
69,,,,
69,,,,
69,,,,
69,,,,
70,,,,
70,,,,
71,,,,
71,,,,
73,,,,
73,,,,
73,,,,
73,,,,
73,,,,
