eeg_data,P,A,D,Label
-229.11434498258,0.0,0.0,0.0,Calm
-222.61718796940076,,,,
-238.17740416702358,,,,
-243.84483997592773,,,,
-246.90183220973503,,,,
-251.0117252135309,,,,
-252.257670086092,,,,
-254.86593320057773,,,,
-258.40104113479475,,,,
-261.4638314489075,,,,
-264.66820874553474,,,,
-268.0331136786566,,,,
-271.4977995726126,,,,
-274.97872579431703,,,,
-278.46620453415323,,,,
-282.047397614554,,,,
-285.6995042846675,,,,
-289.33650989974575,,,,
-292.960580596991,,,,
-296.5963511968747,,,,
-300.2223966215664,,,,
-303.9087029247625,,,,
-307.65726995626784,,,,
-311.41482214326993,,,,
-315.19567834218094,,,,
-319.0249362881602,,,,
-322.8984814962254,,,,
-326.8138023972005,,,,
-330.77599833760786,,,,
-334.75567369638674,,,,
-338.75181671087313,,,,
-342.78285942715576,,,,
-346.8421042193071,,,,
-350.3061744023457,,,,
-353.1122129983333,,,,
-355.5463498251758,,,,
-357.42687522285127,,,,
-359.114569268654,,,,
-360.62036793435584,,,,
-361.59689577561255,,,,
-362.1075591592289,,,,
-362.5940000023451,,,,
-363.0408223627698,,,,
-363.2671653360806,,,,
-363.3725330645432,,,,
-362.9901776598027,,,,
-362.0876174297682,,,,
-360.92144911658653,,,,
-359.4011772940939,,,,
-357.97129507903327,,,,
-356.69648392121337,,,,
-355.2957670260193,,,,
-353.89773517103106,,,,
-352.29525092966026,,,,
-350.4644281083025,,,,
-348.62133092309637,,,,
-346.72234047240914,,,,
-344.33713208043486,,,,
-341.4560926067068,,,,
-338.2564973987244,,,,
-334.62829711903714,,,,
-330.8755910501458,,,,
-327.01624108436835,,,,
-322.8057329032692,,,,
-318.3093946769269,,,,
-314.8148429898275,,,,
-312.42405075360927,,,,
-310.5786744922297,,,,
-309.6438863081521,,,,
-308.8194184120222,,,,
-308.079111705027,,,,
-308.15402113144626,,,,
-308.8966102876348,,,,
-309.4663879436797,,,,
-309.89672592340673,,,,
-310.51001293953925,,,,
-311.1157236278862,,,,
-312.4258617221951,,,,
-314.49709297131494,,,,
-316.83090063481995,,,,
-319.59941048603787,,,,
-321.8325703084616,,,,
-323.3913555036337,,,,
-324.86601275181584,,,,
-325.9735964733032,,,,
-327.1715027935548,,,,
-328.50474699791744,,,,
-329.4938381868198,,,,
-330.230487130046,,,,
-331.6140055758256,,,,
-333.65672731323167,,,,
-335.9839655872682,,,,
-338.82087508472665,,,,
-341.51680386872886,,,,
-344.02857201532265,,,,
-346.8667003905278,,,,
-349.8868068101023,,,,
-352.41556132569394,,,,
-354.44264618422096,,,,
-356.1817708792213,,,,
-357.4533791170754,,,,
-358.76780358814955,,,,
-360.1346879305024,,,,
-361.1388602913938,,,,
-361.87809536589685,,,,
-362.65184493197626,,,,
-363.4305862940002,,,,
-364.1293427991885,,,,
-364.81109427997114,,,,
-365.1767465853282,,,,
-365.20621898019004,,,,
-365.0936666305267,,,,
-364.7665522606727,,,,
-364.86882663510244,,,,
-365.4789846828845,,,,
-366.2368478912061,,,,
-367.3275538772177,,,,
-368.4192823859827,,,,
-369.4859646545132,,,,
-370.8578741271986,,,,
-372.46950110798065,,,,
-373.7850909071122,,,,
-374.8036554538663,,,,
-375.74241712265984,,,,
-376.4697526244401,,,,
-377.3879840815032,,,,
-378.5243905732528,,,,
-379.5711713504365,,,,
-380.61909357749255,,,,
-381.4741965928257,,,,
-382.0831275055774,,,,
-382.60191235759913,,,,
-382.96590589468764,,,,
-383.2132632748507,,,,
-383.35239034648805,,,,
-383.30368565859595,,,,
-383.0714876652218,,,,
-382.90721994589967,,,,
-382.8172759880408,,,,
-382.6794809713088,,,,
-382.55568875541,,,,
-382.27472154716935,,,,
-381.82023235685233,,,,
-381.32679292928987,,,,
-380.75372131711646,,,,
-380.1138390255962,,,,
-379.42229063022455,,,,
-378.64253987961763,,,,
-377.78119157135234,,,,
-376.85940803018855,,,,
-375.87357409081335,,,,
-374.8190289923396,,,,
-373.69947598363655,,,,
-372.44733962586685,,,,
-371.0563016249354,,,,
-369.56083913905945,,,,
-367.94209695106986,,,,
-366.2361801291818,,,,
-364.4454395876663,,,,
-362.53516224637184,,,,
-360.51238447074087,,,,
-358.7463857746878,,,,
-357.26955266892884,,,,
-355.9128712824519,,,,
-354.7814093821225,,,,
-353.6536527859884,,,,
-352.5207659213493,,,,
-351.58839842512884,,,,
-350.81532514745817,,,,
-349.94858269182197,,,,
-348.99594780186067,,,,
-348.0558762546196,,,,
-347.07002543128067,,,,
-346.2473269785708,,,,
-345.60400957885804,,,,
-344.99117623872513,,,,
-344.458727273973,,,,
