eeg_data,P,A,D,Label
-235.00769968817062,0.0,0.0,0.0,Calm
-239.5511496000599,,,,
-242.8229557011552,,,,
-245.41522625419202,,,,
-246.92747119353336,,,,
-248.26369914773917,,,,
-249.4500653072444,,,,
-249.67142596976052,,,,
-249.09415902956374,,,,
-248.60537420144271,,,,
-248.1636372205609,,,,
-247.43444473282761,,,,
-246.61643101973183,,,,
-244.9433103557771,,,,
-242.3536825667286,,,,
-239.37747367693646,,,,
-235.82822485050582,,,,
-232.8119242567764,,,,
-230.4820138807261,,,,
-228.17189396421344,,,,
-226.20237637955032,,,,
-224.04198403919474,,,,
-221.63890097584243,,,,
-219.542390335151,,,,
-217.64498915669108,,,,
-214.9352615251371,,,,
-211.39962326077568,,,,
-207.4557338542641,,,,
-202.84994689752892,,,,
-198.31553213051743,,,,
-193.89993013402406,,,,
-189.0273196923241,,,,
-183.85967464417143,,,,
-179.8754701984041,,,,
-177.15979587490094,,,,
-175.13430082688564,,,,
-174.21049510358273,,,,
-173.40017112307504,,,,
-172.67785950782695,,,,
-172.90932624894367,,,,
-173.91066451127548,,,,
-174.82622350685824,,,,
-175.70492129963094,,,,
-176.85380752569301,,,,
-178.0837156116986,,,,
-180.1569643802795,,,,
-183.13258245648362,,,,
-186.4908363113494,,,,
-190.4172032020297,,,,
-193.6886243693787,,,,
-196.14180005513268,,,,
-198.49791774958246,,,,
-200.40325114724118,,,,
-202.4587116648192,,,,
-204.71936131419417,,,,
-206.57177845938037,,,,
-208.1366520682296,,,,
-210.50210073118373,,,,
-213.6792826741052,,,,
-217.2213748397608,,,,
-221.3997741277486,,,,
-225.4178019396584,,,,
-229.22331577649945,,,,
-233.43746430515452,,,,
-237.88327306025712,,,,
-241.39622471900947,,,,
-243.92749929451062,,,,
-245.89708594113426,,,,
-246.98530899136108,,,,
-248.01023924263572,,,,
-248.9894204791744,,,,
-249.22585577000103,,,,
-248.87276433841487,,,,
-248.5430541711715,,,,
-248.19233404859958,,,,
-247.61423915667655,,,,
-246.94132337516956,,,,
-245.60394354011157,,,,
-243.55908936548127,,,,
