eeg_data,P,A,D,Label
-118.19324076824272,0.0,0.0,0.0,Calm
-130.22346365942556,,,,
-139.84142462124845,,,,
-148.2442226802427,,,,
-154.64925993125456,,,,
-160.76190843597612,,,,
-166.63725183338718,,,,
-170.71265131856805,,,,
-173.30143697147804,,,,
-176.2056191206021,,,,
-179.35322960219295,,,,
-182.05014045177867,,,,
-184.70415960801938,,,,
-185.788721656414,,,,
-185.18110440317832,,,,
-183.948878781818,,,,
-181.72213713062797,,,,
-180.56139496701863,,,,
-180.76183344123064,,,,
-181.0655762301697,,,,
-182.0729437429549,,,,
-182.81254074379902,,,,
-183.1872105005137,,,,
-184.2139817728637,,,,
-185.6970368812023,,,,
-185.71989228840042,,,,
-184.25464701471358,,,,
-182.09844754479545,,,,
-178.7704000186271,,,,
-175.65400544369461,,,,
-172.83990383016223,,,,
-169.2398670936634,,,,
-165.15985388853167,,,,
-162.20642585931628,,,,
-160.41811235110399,,,,
-159.2569864445537,,,,
-159.15474599826877,,,,
-158.9237797948768,,,,
-158.53881397430163,,,,
-158.97880828176162,,,,
-160.01656756710918,,,,
-160.8883494645855,,,,
-161.6596300473719,,,,
-162.5610753757039,,,,
-163.4289108647154,,,,
-165.00138058960002,,,,
-167.32883510741357,,,,
-169.92411344853272,,,,
-172.9655056227924,,,,
-174.96213812194046,,,,
-175.7277905733489,,,,
-176.10358469502842,,,,
-175.6595511017724,,,,
-175.1549805741059,,,,
-174.6503688424171,,,,
-173.38389597115827,,,,
-171.50503061104038,,,,
-170.26915498522115,,,,
-169.67964730548204,,,,
-169.2244979332998,,,,
-169.21223751592441,,,,
-168.70307934492024,,,,
-167.6326711266559,,,,
-166.72078192843364,,,,
-165.7551574183366,,,,
-164.94552910477327,,,,
-164.39153379352248,,,,
-163.84217577285415,,,,
-163.3775611848142,,,,
-163.04760136654332,,,,
-162.83724085143783,,,,
-162.797860936625,,,,
-162.9438605178465,,,,
-162.86087424967542,,,,
-162.52819505467403,,,,
-162.16031540547263,,,,
-161.65183871448642,,,,
-161.25969864799563,,,,
-161.0094937318976,,,,
-160.68721204508586,,,,
-160.35270683884605,,,,
-160.13893072097534,,,,
-160.03480178749066,,,,
-160.02115434961064,,,,
-160.1297730435906,,,,
-160.2366442863801,,,,
-160.34124074504808,,,,
-160.53300373009037,,,,
-160.7874859015545,,,,
-161.10229182405692,,,,
-161.48831689610515,,,,
-161.931266641595,,,,
-162.43408665029682,,,,
-163.0250145879572,,,,
-163.70512518978387,,,,
-164.46460745866574,,,,
-165.3111273019847,,,,
-165.9779327119785,,,,
-166.43923377123403,,,,
-166.82727429598674,,,,
-167.0664233883238,,,,
-167.30944180988737,,,,
-167.5648578451319,,,,
-167.68878944194228,,,,
-167.71069689990577,,,,
-167.82491331026105,,,,
-168.02824335773028,,,,
-168.24483649915896,,,,
-168.52097429448443,,,,
-168.70236697462602,,,,
-168.7780882437204,,,,
-168.86177405081628,,,,
-168.9177038360394,,,,
-169.1025171477905,,,,
-169.4433635419097,,,,
-169.84021614871563,,,,
-170.3405944643486,,,,
-170.88013086960692,,,,
-171.45246964029047,,,,
-172.13290426914475,,,,
-172.90967557762627,,,,
-173.627599445813,,,,
-174.28484108233172,,,,
-174.94991043414868,,,,
-175.58470628417348,,,,
-176.3011435565998,,,,
-177.10816020992308,,,,
-177.9192825090666,,,,
-178.76037302237663,,,,
-179.36029709894302,,,,
-179.68203162666507,,,,
-179.87132128268348,,,,
-179.84712485631667,,,,
-179.74510281676044,,,,
-179.5722110522708,,,,
-179.18618821270252,,,,
-178.61071509644697,,,,
-178.0743589113549,,,,
-177.57453452862515,,,,
-177.01273463054852,,,,
-176.4426015632713,,,,
-175.68712539515136,,,,
-174.73090681837945,,,,
-173.7035264867642,,,,
-172.56231418839175,,,,
-171.4663693507146,,,,
-170.4434015975874,,,,
-169.38571358771264,,,,
-168.3407256000094,,,,
-167.24336258575704,,,,
-166.08501180708217,,,,
-164.94021199211215,,,,
-163.79563585939496,,,,
-162.48240362466748,,,,
-160.99606072865168,,,,
-159.4092029194454,,,,
-157.67873840625856,,,,
-155.92186499166309,,,,
-154.14624463952953,,,,
-152.25732857045762,,,,
-150.28067395898816,,,,
-148.97129699606867,,,,
-148.39529797727278,,,,
-148.21707676696582,,,,
-148.6529241586919,,,,
-149.24692351136827,,,,
-149.9843301876127,,,,
-151.2900741632973,,,,
-153.0814421974959,,,,
-154.850694741016,,,,
-156.61700996822032,,,,
-158.58030756254198,,,,
-160.6257581959181,,,,
-163.17998991511334,,,,
-166.27843196485003,,,,
-169.6224093545801,,,,
-173.31587294294772,,,,
-176.8116027064015,,,,
-180.03034017091514,,,,
-183.31106078725014,,,,
-186.49460977578877,,,,
-189.83695131632174,,,,
-193.36517748825042,,,,
-196.81097446794791,,,,
-200.22671290273328,,,,
-204.1298525277286,,,,
-208.52944598814332,,,,
-213.2107321658292,,,,
-218.30444674369556,,,,
-223.44010093302182,,,,
-228.5942480087484,,,,
-234.06065030306027,,,,
-239.7581772894218,,,,
-244.2726116820712,,,,
-247.49350552610542,,,,
-250.02622973636173,,,,
-251.46935100424096,,,,
-252.70580318327802,,,,
-253.76238576744663,,,,
-253.8330819033504,,,,
-253.0796165674085,,,,
-252.41287415967054,,,,
-251.79380573446448,,,,
-250.87289247322911,,,,
-249.8550438816416,,,,
-247.9625061359431,,,,
-245.13217195266427,,,,
-241.90481970048717,,,,
-238.09120313005258,,,,
-234.76492001934528,,,,
-232.0774567188995,,,,
-229.37537945390832,,,,
-226.97051857600624,,,,
-224.35221726356014,,,,
-221.46928635151744,,,,
-218.852500493312,,,,
-216.39828300224167,,,,
-213.1127848987665,,,,
-208.98128718061156,,,,
-204.41518136381433,,,,
-199.16464468677466,,,,
-193.94709298355545,,,,
-188.8087038759671,,,,
-183.1843336785599,,,,
-177.2320601118368,,,,
-172.41481411274074,,,,
-168.8168025863662,,,,
-165.8637611419685,,,,
-163.962574019603,,,,
-162.13588224724876,,,,
-160.3578014720662,,,,
-159.4841617902622,,,,
-159.33262977777486,,,,
-159.05426021980958,,,,
-158.69675031640244,,,,
-158.56433684859275,,,,
-158.46882228184484,,,,
-159.16483973942385,,,,
-160.7103335927467,,,,
-162.58964439421777,,,,
-164.98593729431613,,,,
-166.692408409392,,,,
-167.54720631224484,,,,
-168.26165422532162,,,,
-168.48629349286506,,,,
-168.81268976912355,,,,
-169.294674447915,,,,
-169.326945496262,,,,
-169.02789840831375,,,,
-169.47117656319168,,,,
-170.66736303984834,,,,
-172.1746956965001,,,,
-174.26059513019618,,,,
-176.13830520475537,,,,
-177.75583126001797,,,,
-179.72575374803912,,,,
-181.87290325823602,,,,
-183.4567461449306,,,,
-184.47073457237462,,,,
-185.1375697316887,,,,
-185.2604882912093,,,,
-185.41222285978137,,,,
-185.60172395532192,,,,
-185.36700242348653,,,,
-184.81734501887118,,,,
-184.2637228034276,,,,
-183.6711893263009,,,,
-182.9558063628409,,,,
-182.18133071309714,,,,
-181.0267609235971,,,,
-179.4702464686462,,,,
-177.71620017738036,,,,
-175.68601682506116,,,,
-174.11445520342482,,,,
-173.08869477431037,,,,
-172.20030441389028,,,,
-171.65962200712374,,,,
-171.08325644602849,,,,
-170.44105651814027,,,,
-170.1109797638762,,,,
-170.01677777506617,,,,
