gsr_data,P,A,D,Label
3242.82269029205,-3.0,1.0,-3.0,Sad
3242.821775693931,,,,
3242.820895942839,,,,
3242.8200286455303,,,,
3242.819174479745,,,,
3242.8182594620953,,,,
3242.817218794575,,,,
3242.8160612399547,,,,
3242.8147506516966,,,,
3242.81330001654,,,,
3242.8117213660166,,,,
3242.8099557857918,,,,
3242.807978060304,,,,
3242.805853389755,,,,
3242.8036118100013,,,,
3242.8012339263787,,,,
3242.798739585113,,,,
3242.7960573565547,,,,
3242.793131002275,,,,
3242.789999154791,,,,
3242.7866484839674,,,,
3242.783120082456,,,,
3242.779459848518,,,,
3242.775637750658,,,,
3242.7716636930772,,,,
3242.7675303730834,,,,
3242.76322205114,,,,
3242.7587667696466,,,,
3242.754174387483,,,,
3242.749364947944,,,,
3242.744288247497,,,,
3242.738951493409,,,,
3242.7333200239477,,,,
3242.727438871517,,,,
3242.721342042644,,,,
3242.7149749453765,,,,
3242.708329997217,,,,
3242.701491209413,,,,
3242.6945051087378,,,,
3242.6873758105066,,,,
3242.6801461204195,,,,
3242.6727589211096,,,,
3242.6651769966084,,,,
3242.657465262583,,,,
3242.649633535049,,,,
3242.6416362780046,,,,
3242.633460173734,,,,
3242.625102442912,,,,
3242.6165424398823,,,,
3242.607838014281,,,,
3242.599028200158,,,,
3242.590081912928,,,,
3242.581008807065,,,,
3242.57172169765,,,,
3242.562143096506,,,,
3242.552296589403,,,,
3242.542146414616,,,,
3242.5317121414714,,,,
3242.5210157814918,,,,
3242.509993417912,,,,
3242.498621398594,,,,
3242.4869909734084,,,,
3242.4751497560346,,,,
3242.4630817919856,,,,
3242.4508214308535,,,,
3242.4382903419873,,,,
3242.425428794718,,,,
3242.4122956628607,,,,
3242.398885494653,,,,
3242.3852488015905,,,,
3242.371445185792,,,,
3242.357449501415,,,,
3242.3432801992644,,,,
3242.3289442277937,,,,
3242.314437313557,,,,
3242.299798032487,,,,
3242.2850485929816,,,,
3242.270111260732,,,,
3242.25494060596,,,,
3242.2395575892688,,,,
3242.2239360608746,,,,
3242.2081366208613,,,,
3242.192208830841,,,,
3242.176104946219,,,,
3242.1598289654753,,,,
3242.1433671136633,,,,
3242.1266917133535,,,,
3242.10982258254,,,,
3242.092758627745,,,,
3242.075487387689,,,,
3242.0580075965827,,,,
3242.0403093211908,,,,
3242.0223830061645,,,,
3242.004277829826,,,,
3241.986027146992,,,,
3241.9676200131653,,,,
3241.9490750009527,,,,
3241.930365704696,,,,
3241.911469820077,,,,
3241.8924193707453,,,,
3241.873218373787,,,,
3241.8537752560724,,,,
