gsr_data,P,A,D,Label
1713.3772450703216,0.0,0.0,0.0,Calm
1717.3575986513974,,,,
1722.2575427215158,,,,
1728.7193475111685,,,,
1736.9364427396881,,,,
1745.1208882967335,,,,
1752.1111555652026,,,,
1758.029168007917,,,,
1762.043031272271,,,,
1765.1975289413494,,,,
1768.2535022537954,,,,
1769.8792712426498,,,,
1769.8416847915091,,,,
1768.9457205402869,,,,
1767.3575933825211,,,,
1765.1098176198652,,,,
1762.542843220616,,,,
1759.0701943491126,,,,
1754.3437859921412,,,,
1748.8708694392042,,,,
1742.6959911841955,,,,
1736.5805312478644,,,,
1731.2950255979838,,,,
1726.7902887486725,,,,
1723.4991919797465,,,,
1720.8963065808261,,,,
1718.5660266016775,,,,
1717.2223487398019,,,,
1716.9803646026546,,,,
1717.2523726794007,,,,
1717.8188208670983,,,,
1718.6205544282031,,,,
1719.355319083601,,,,
1720.6147182487034,,,,
1722.772042663965,,,,
1725.3660903495443,,,,
1728.3999465279105,,,,
1731.5220773468413,,,,
1734.3025670924203,,,,
1736.8608952297116,,,,
1739.033228202571,,,,
1740.6493100665605,,,,
1741.6267709038175,,,,
1741.6628186067974,,,,
1740.5168855084753,,,,
1739.2190261763214,,,,
1738.4514374844327,,,,
1737.9407298191154,,,,
1738.0563963606585,,,,
1738.1072733847134,,,,
1737.5138130174005,,,,
1736.946270353269,,,,
1736.4232415344954,,,,
1735.9291425215326,,,,
1735.690420045299,,,,
1735.5358156184516,,,,
1735.424961781916,,,,
1735.6687120391364,,,,
1736.417353278897,,,,
1737.6804855894588,,,,
1739.5923949389673,,,,
1741.5291014666032,,,,
1743.023224491406,,,,
1744.2648284759914,,,,
1745.0322776301568,,,,
1745.6225692592827,,,,
1746.3103622380645,,,,
1746.686955666119,,,,
1746.685117593208,,,,
1746.6727325159782,,,,
1746.7868490389371,,,,
1747.0482319459375,,,,
1747.6259856838233,,,,
1748.1729769414496,,,,
1748.4588406001471,,,,
1748.7322386097812,,,,
1748.9699142509726,,,,
1749.0658721657626,,,,
1749.020039327959,,,,
1748.734055720662,,,,
1748.1174834091116,,,,
