gsr_data,P,A,D,Label
1590.707458924937,0.0,0.0,0.0,Calm
1590.713616242432,,,,
1590.7198657533468,,,,
1590.7261736165508,,,,
1590.732540984455,,,,
1590.7388194139696,,,,
1590.7448827021908,,,,
1590.750744955705,,,,
1590.75633268568,,,,
1590.7616768768385,,,,
1590.7668037608146,,,,
1590.7715949909127,,,,
1590.7760018543827,,,,
1590.7801490099012,,,,
1590.7840921184757,,,,
1590.7877948927435,,,,
1590.7912953936245,,,,
1590.794453287663,,,,
1590.797158754382,,,,
1590.7994856915673,,,,
1590.8014070069328,,,,
1590.8030099474595,,,,
1590.80438896011,,,,
1590.8054843173832,,,,
1590.8063183438464,,,,
1590.8068732370891,,,,
1590.8071154563409,,,,
1590.8071047578867,,,,
1590.8068614006381,,,,
1590.8062239001536,,,,
1590.8050918393926,,,,
1590.8034793915808,,,,
1590.8013165131533,,,,
1590.7986961072236,,,,
1590.7956880398965,,,,
1590.7921820511858,,,,
1590.7881636543152,,,,
1590.7837950564335,,,,
1590.7791644632318,,,,
1590.7742814092292,,,,
1590.7692290301416,,,,
1590.7638948373547,,,,
1590.7582060530174,,,,
1590.752288182218,,,,
1590.7461594036151,,,,
1590.7397341873432,,,,
1590.732988636932,,,,
1590.7259162942435,,,,
1590.718477948467,,,,
1590.7107842232936,,,,
1590.7029093531603,,,,
1590.6947947020315,,,,
1590.6864590722705,,,,
1590.6777312552506,,,,
1590.6684599425012,,,,
1590.6586905345446,,,,
1590.6483525378103,,,,
1590.637485283719,,,,
1590.626132281322,,,,
1590.6141679884793,,,,
1590.6015462894095,,,,
1590.588444550224,,,,
1590.5749549143006,,,,
1590.5610465328734,,,,
1590.5467861924235,,,,
1590.5320208145865,,,,
1590.5166337990388,,,,
1590.5007395892005,,,,
1590.4843272433454,,,,
1590.4675020552538,,,,
1590.4503853666736,,,,
1590.4329277135366,,,,
1590.415168409918,,,,
1590.3971185431005,,,,
1590.378767951264,,,,
1590.3601971564315,,,,
1590.341451181524,,,,
1590.3223734227006,,,,
1590.3028732253802,,,,
1590.2829924588987,,,,
1590.2626783978174,,,,
1590.2420549634335,,,,
1590.2212231273465,,,,
1590.2000866893693,,,,
1590.1786544859433,,,,
1590.1568950168185,,,,
