gsr_data,P,A,D,Label
2586.469582955401,-4.0,4.0,-4.0,Fear
2586.196496456248,,,,
2585.909074931346,,,,
2585.5769501232307,,,,
2585.199651251169,,,,
2585.095609509457,,,,
2585.500167259497,,,,
2586.4154116158506,,,,
2588.007960764139,,,,
2590.165595036761,,,,
2592.812646623821,,,,
2596.204283107876,,,,
2600.4275381028947,,,,
2605.272231869247,,,,
2610.661721795542,,,,
2616.649445077021,,,,
2623.1700837391945,,,,
2630.4969307362508,,,,
2638.837514476884,,,,
2648.066870723725,,,,
2658.246302595579,,,,
2668.6526314264074,,,,
2678.6821934279224,,,,
2688.467498555069,,,,
2697.6838202855683,,,,
2706.549491833831,,,,
2715.260862407641,,,,
2723.263630104192,,,,
2730.366617812451,,,,
2737.1825025241264,,,,
2743.9890660581104,,,,
2750.6656014147084,,,,
2757.426190331332,,,,
2763.641175554162,,,,
2768.8316240608287,,,,
2773.3736368680907,,,,
2777.170473994943,,,,
2780.540494372309,,,,
2783.8618485390643,,,,
2786.887323984532,,,,
2789.6882258885807,,,,
2792.2496318376525,,,,
2794.471194326448,,,,
2796.563417601599,,,,
2798.614607530889,,,,
2800.3435059812555,,,,
2801.619337368945,,,,
2802.5064718557032,,,,
2802.917208921468,,,,
2803.094999721973,,,,
2803.233218024513,,,,
2803.1818362577555,,,,
2802.9807568158317,,,,
2802.607086201817,,,,
2801.991721273974,,,,
2801.2380023062688,,,,
2800.377122987179,,,,
2799.3983182457555,,,,
2798.334477565567,,,,
2797.1936358541075,,,,
2795.9856587898016,,,,
2794.908054700593,,,,
2794.110660719607,,,,
2793.605941417761,,,,
2793.501493163383,,,,
2793.7687069775047,,,,
2794.3933083318548,,,,
2795.5316453211444,,,,
2797.255799974492,,,,
2798.9330820990986,,,,
2800.12647760316,,,,
2800.9034865365197,,,,
2800.975340154637,,,,
2800.6798634761153,,,,
2800.272502812381,,,,
2799.279513375102,,,,
2797.603353456435,,,,
2795.776573315159,,,,
2794.0462211216563,,,,
2792.398452345115,,,,
2791.0690531964583,,,,
2789.5705363286456,,,,
2787.561682294205,,,,
2785.4109032572424,,,,
2783.091832538378,,,,
2780.7529143609777,,,,
2778.632619782383,,,,
2776.588939261981,,,,
2774.652810678548,,,,
2772.9375915383916,,,,
2771.469199424681,,,,
2770.348694352741,,,,
2769.670763831525,,,,
2769.127388672872,,,,
2768.522882909321,,,,
2767.961200799505,,,,
2767.3467222333998,,,,
2766.889425192096,,,,
2766.772024159515,,,,
2766.810656905714,,,,
2767.0116342513184,,,,
2767.237732201133,,,,
2767.316053102761,,,,
2767.312346002981,,,,
2767.171513347878,,,,
2766.8663481639314,,,,
2766.402012429616,,,,
2765.6652747024486,,,,
2764.5870419323064,,,,
2763.409187761796,,,,
2762.2759010277327,,,,
2761.119642449751,,,,
2760.021434771057,,,,
2758.7936085515216,,,,
2757.28163641492,,,,
2755.634826583369,,,,
2753.841375897779,,,,
2751.995950607524,,,,
2750.2250672750106,,,,
2748.466719104221,,,,
2746.751615328025,,,,
2745.103428028801,,,,
2743.515737580797,,,,
2742.061641432281,,,,
2740.7868369305506,,,,
2739.500456722511,,,,
2738.083725879693,,,,
2736.581797354323,,,,
2734.925686695446,,,,
2733.2451687670573,,,,
2731.6464889460362,,,,
2730.0078874866063,,,,
2728.327545675695,,,,
2726.63368425511,,,,
2724.905121766261,,,,
2723.174546862661,,,,
2721.4637735566484,,,,
