gsr_data,P,A,D,Label
2229.354894906475,3.0,3.0,2.0,Happy
2229.316475853448,,,,
2229.292515133985,,,,
2229.268475918929,,,,
2229.2386701970363,,,,
2229.210380245115,,,,
2229.181278616547,,,,
2229.151674812331,,,,
2229.1228834706512,,,,
2229.093774824147,,,,
2229.0643322189735,,,,
2229.03486280291,,,,
2229.0052607347584,,,,
2228.975534239051,,,,
2228.9457192832265,,,,
2228.915802071617,,,,
2228.8857908183727,,,,
2228.8556703290064,,,,
2228.825425927041,,,,
2228.7950742603125,,,,
2228.764616315443,,,,
2228.7340342677653,,,,
2228.7033205355297,,,,
2228.672471795472,,,,
2228.64147852641,,,,
2228.6103534986314,,,,
2228.579104232098,,,,
2228.547717713215,,,,
2228.5161925361654,,,,
2228.484529762282,,,,
2228.452726095865,,,,
2228.420783164159,,,,
2228.388701665794,,,,
2228.356473188049,,,,
2228.324092605108,,,,
2228.2915607004834,,,,
2228.258874300109,,,,
2228.226063215233,,,,
2228.193150696878,,,,
2228.160131810161,,,,
2228.1270198097445,,,,
2228.0938037189435,,,,
2228.060474312777,,,,
2228.027053970609,,,,
2227.9935494730507,,,,
2227.959935059837,,,,
2227.926198703742,,,,
2227.8923440421663,,,,
2227.8583612452867,,,,
2227.8242752814745,,,,
2227.7901047215773,,,,
2227.755833052034,,,,
2227.7214631567667,,,,
2227.686976181524,,,,
2227.652351860454,,,,
2227.6175992306853,,,,
2227.58271173626,,,,
2227.5476900737517,,,,
2227.512538010532,,,,
2227.4772418698167,,,,
2227.4417952800304,,,,
2227.4062257519777,,,,
2227.370549371727,,,,
2227.3347608258177,,,,
2227.2988704766967,,,,
2227.262858351722,,,,
2227.226708725254,,,,
2227.1904393650047,,,,
2227.154050192913,,,,
2227.1175272148507,,,,
2227.0808658419337,,,,
2227.044061085117,,,,
2227.007104410238,,,,
2226.97000800008,,,,
2226.932778350892,,,,
2226.8954043611193,,,,
2226.857885191954,,,,
2226.820220345256,,,,
2226.782406012278,,,,
2226.744443978626,,,,
2226.7063343508544,,,,
2226.668070205401,,,,
2226.629647458186,,,,
2226.59106591465,,,,
2226.5523225318093,,,,
2226.5134327803694,,,,
2226.474408494662,,,,
2226.4352454230525,,,,
2226.395949520016,,,,
2226.3565137750625,,,,
2226.316931892657,,,,
2226.277214749675,,,,
2226.2373647477443,,,,
2226.197366662052,,,,
2226.1572126832666,,,,
2226.1169033912797,,,,
2226.0764320769067,,,,
2226.035810710685,,,,
2225.9950477895995,,,,
2225.9541329166254,,,,
2225.913066088977,,,,
2225.8718463232212,,,,
2225.830469390053,,,,
2225.7889382892845,,,,
2225.7472533597374,,,,
2225.705409960649,,,,
2225.6634060440038,,,,
2225.6212410709322,,,,
2225.5789129262052,,,,
2225.536426933503,,,,
2225.493786876885,,,,
2225.450990048867,,,,
2225.4080377340924,,,,
2225.3649267095707,,,,
2225.321653791818,,,,
2225.2782219666888,,,,
2225.2346311635506,,,,
2225.19087602907,,,,
2225.1469535955084,,,,
2225.1028629936177,,,,
2225.058601293977,,,,
2225.014171226494,,,,
2224.969574361332,,,,
2224.924806657804,,,,
2224.879867152826,,,,
2224.834756905702,,,,
2224.789475459659,,,,
2224.7440226199883,,,,
2224.6983986396167,,,,
2224.6526002984447,,,,
2224.606625344891,,,,
2224.5604743747267,,,,
2224.514146275602,,,,
2224.4677323803853,,,,
2224.421303401623,,,,
2224.374855981866,,,,
2224.3284365946192,,,,
2224.2820166402294,,,,
2224.235575439888,,,,
2224.1891857357537,,,,
2224.1428735907048,,,,
2224.0965723810145,,,,
2224.0502553287647,,,,
2224.003939440482,,,,
2223.957603671119,,,,
2223.9113286272445,,,,
2223.8651760017897,,,,
2223.819105933714,,,,
2223.773135052917,,,,
2223.727201075127,,,,
2223.681241432348,,,,
2223.6352912974294,,,,
2223.5893322135244,,,,
2223.543379782305,,,,
2223.4974572669335,,,,
2223.451521474438,,,,
2223.4055585281562,,,,
2223.3596685780153,,,,
2223.3139120045707,,,,
2223.268279949216,,,,
2223.222815535992,,,,
2223.177456834451,,,,
2223.132157580126,,,,
2223.086985924128,,,,
2223.041948842122,,,,
2222.996958839995,,,,
2222.9519713135423,,,,
2222.906977532519,,,,
2222.8619314611346,,,,
2222.81689721274,,,,
2222.771915094413,,,,
2222.7269169871797,,,,
2222.6818941493552,,,,
2222.636887111399,,,,
2222.591904515118,,,,
2222.546951450215,,,,
2222.5020470825175,,,,
2222.4571337356783,,,,
2222.412173346818,,,,
2222.367194029113,,,,
2222.3221848373637,,,,
2222.2772423750007,,,,
2222.2324503031464,,,,
2222.187784025687,,,,
2222.143283480955,,,,
2222.0989240464314,,,,
2222.054679904709,,,,
2222.0106217673,,,,
2221.9667745859892,,,,
2221.9230406291917,,,,
2221.8793696279145,,,,
2221.835777572938,,,,
2221.7922272539845,,,,
2221.748803514356,,,,
2221.7055705868443,,,,
2221.662465175386,,,,
2221.6194933392608,,,,
2221.5765863544416,,,,
2221.533669086428,,,,
2221.490769092065,,,,
2221.447859263742,,,,
2221.4049365786027,,,,
2221.362008861014,,,,
2221.319023323542,,,,
2221.275952061723,,,,
2221.2328885454103,,,,
2221.1898854393694,,,,
2221.1469176408013,,,,
2221.1040163539046,,,,
2221.0611041404304,,,,
2221.0181183387144,,,,
2220.975116189988,,,,
2220.9320907934825,,,,
2220.889065649107,,,,
2220.8460793841964,,,,
2220.803105325195,,,,
2220.760147037455,,,,
2220.717215701512,,,,
2220.674309251469,,,,
2220.631444319218,,,,
2220.5886330385433,,,,
2220.545807909824,,,,
2220.5029241576167,,,,
2220.4599947279967,,,,
2220.4169932947007,,,,
2220.3739569777067,,,,
2220.3309162671967,,,,
2220.2878267633873,,,,
2220.2446829827086,,,,
2220.2015943785755,,,,
2220.1586300415493,,,,
2220.115793496889,,,,
2220.073140898561,,,,
2220.0306144450838,,,,
2219.988176097626,,,,
2219.9459108962888,,,,
2219.9038389047423,,,,
2219.861898918795,,,,
2219.820072139651,,,,
2219.7783642321765,,,,
2219.736751840998,,,,
2219.6953161226807,,,,
2219.65411504986,,,,
2219.6131094891816,,,,
2219.5723158251467,,,,
2219.531642160328,,,,
2219.491003996195,,,,
2219.45043629406,,,,
2219.409905471564,,,,
2219.3694348206354,,,,
2219.3290528366147,,,,
2219.288693751013,,,,
2219.248335156876,,,,
2219.2080909273645,,,,
2219.1680246030533,,,,
2219.128121805446,,,,
2219.088428643362,,,,
2219.04886042518,,,,
2219.009353342657,,,,
2218.9699828206562,,,,
2218.930749114022,,,,
2218.8915346850085,,,,
2218.852274661219,,,,
2218.812949820451,,,,
2218.7734938657472,,,,
2218.733977725389,,,,
2218.6944426697987,,,,
2218.6547941443446,,,,
2218.6150116610856,,,,
2218.5751394057547,,,,
2218.5351807767893,,,,
2218.4951320748487,,,,
2218.455008742503,,,,
2218.414727413698,,,,
2218.3742293669975,,,,
2218.3335416480404,,,,
2218.2926407172245,,,,
2218.251640437112,,,,
2218.210638261209,,,,
2218.1695926838142,,,,
2218.1285447814153,,,,
2218.0874530684464,,,,
2218.046274331648,,,,
2218.0050887854427,,,,
2217.963918014949,,,,
2217.9226255376643,,,,
2217.8811357341806,,,,
2217.839458444279,,,,
2217.797534813502,,,,
2217.7554628378684,,,,
2217.7133139636126,,,,
2217.670995394199,,,,
2217.628503460758,,,,
2217.5859087227614,,,,
2217.5432344012397,,,,
2217.5005009216093,,,,
2217.4577496542056,,,,
2217.414912333413,,,,
2217.37195004464,,,,
2217.328919230583,,,,
2217.2858213473164,,,,
2217.242643954621,,,,
2217.1993954733357,,,,
2217.156063764825,,,,
2217.1126394747066,,,,
2217.069160760824,,,,
2217.0256496342804,,,,
2216.9820954771135,,,,
2216.9385090546107,,,,
2216.894790872153,,,,
2216.850861239043,,,,
2216.8067394165605,,,,
2216.762382639751,,,,
2216.717823745347,,,,
2216.673092205821,,,,
2216.6281151727185,,,,
2216.5828698707405,,,,
2216.5374445828647,,,,
2216.491881900245,,,,
2216.4461694630886,,,,
2216.4003414789595,,,,
2216.3543161992693,,,,
2216.3080328787623,,,,
2216.261549019537,,,,
2216.214857220494,,,,
2216.168075222821,,,,
2216.1213138757653,,,,
2216.0745446339133,,,,
2216.0278194110488,,,,
2215.981122798369,,,,
2215.9344340591915,,,,
2215.887844417741,,,,
2215.8413940836576,,,,
2215.7949571042905,,,,
2215.748468707658,,,,
2215.701960926294,,,,
2215.6553917636043,,,,
